sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL15.Test200	1318	32	27552	64	92.1379	124	33	4.6234
RL15.Test177	13943	22	27758	44	92.8268	152	56	0.2234
RL15.Test16	688	8	29655	16	99.1707	133	53	9.2736
RL15.Test144	7045	33	24691	66	82.5703	142	56	0.9000
RL15.Test161	791	23	28674	48	95.8900	134	44	9.6585
RL15.Test126	7749	3	29769	6	99.5519	135	56	0.9590
RL15.Test114	1305	10	29644	20	99.1339	144	53	6.2725
RL15.Test131	3062	19	29389	38	98.2811	130	56	2.9867
RL15.Test193	993	11	29730	22	99.4215	146	56	7.5410
RL15.Test62	14449	21	29250	42	97.8163	151	56	0.2390
RL15.Test13	3380	14	29496	28	98.6389	123	59	1.8410
RL15.Test42	2227	38	27085	76	90.5762	115	62	3.2469
RL15.Test199	15744	35	26610	70	88.9877	108	59	0.3134
RL15.Test187	2980	17	29512	34	98.6924	116	59	2.6357
RL15.Test179	9687	22	28417	46	95.0306	123	62	0.7100
RL15.Test84	1075	28	26900	56	89.9575	123	56	7.4317
RL15.Test109	1393	4	29676	8	99.2409	121	33	4.6872
RL15.Test81	2627	11	29533	22	98.7627	124	53	2.8857
RL15.Test173	1945	16	29202	32	97.6558	127	56	3.8127
RL15.Test103	8664	8	29860	16	99.8562	120	59	0.5444
RL15.Test156	2638	14	29243	28	97.7929	149	56	2.1930
RL15.Test183	1011	4	29853	8	99.8328	129	53	8.1470
RL15.Test45	1142	29	27024	58	90.3722	116	24	6.7570
RL15.Test65	9051	40	27056	82	90.4792	113	56	0.4747
RL15.Test197	443	35	24345	70	81.4132	114	56	16.9380
RL15.Test189	3004	12	29538	24	98.7794	132	56	2.9374
RL15.Test182	1473	22	6890	44	23.0412	8	18	1.1323
RL15.Test86	16185	4	29761	8	99.5251	142	56	0.3530
RL15.Test83	12754	31	26256	62	87.8039	95	56	0.3729
RL15.Test172	126	3	29681	6	99.2576	148	56	28.1241
RL15.Test59	11551	9	29663	18	99.1974	131	53	0.2615
RL15.Test102	8931	26	28351	52	94.8099	99	44	0.5113
RL15.Test128	2478	19	29092	38	97.2879	144	56	3.1248
RL15.Test150	1081	42	26007	86	86.9712	128	57	7.4442
RL15.Test14	876	30	27537	60	92.0878	121	18	8.5630
RL15.Test6	4667	16	29424	32	98.3982	133	27	1.8415
RL15.Test11	9151	17	29850	34	99.8228	147	53	0.5400
RL15.Test4	12392	7	29691	14	99.2910	135	56	0.2553
RL15.Test111	3533	7	29506	14	98.6724	101	53	1.6185
RL15.Test141	1022	10	29484	20	98.5988	153	59	8.0084
RL15.Test164	5873	7	29806	14	99.6756	155	56	1.2540
RL15.Test57	1537	31	28091	62	93.9404	146	56	5.4404
RL15.Test50	11766	17	29655	34	99.1707	119	53	0.2613
RL15.Test192	6586	10	29824	20	99.7358	146	56	1.1413
RL15.Test58	17073	5	29412	10	98.3580	117	53	0.3356
RL15.Test158	12588	10	29318	20	98.0437	107	56	0.2414
RL15.Test120	854	28	27888	56	93.2615	137	53	8.9694
RL15.Test134	20504	25	28976	50	96.9000	156	56	0.1743
RL15.Test147	6772	40	19203	80	64.2176	89	47	0.6839
RL15.Test117	1327	4	29737	8	99.4449	132	53	6.2406
RL15.Test7	9003	22	28750	44	96.1442	125	33	0.5220
RL15.Test56	2956	41	28402	82	94.9804	121	53	2.5884
RL15.Test174	2312	2	29864	4	99.8696	137	59	3.1186
RL15.Test104	4095	9	29801	18	99.6589	135	53	1.5224
RL15.Test184	1597	37	16962	74	56.7234	97	47	3.1028
RL15.Test32	3424	7	29861	14	99.8595	132	53	2.1899
RL15.Test155	1825	8	29864	16	99.8696	127	53	3.9204
RL15.Test22	1145	9	29735	18	99.4382	138	53	5.7306
RL15.Test53	3019	30	29123	60	97.3916	149	56	2.0632
RL15.Test95	3322	5	29775	10	99.5719	123	53	2.4190
RL15.Test89	2226	27	28988	54	96.9401	140	59	2.4895
RL15.Test87	1098	35	13601	70	45.4837	61	18	2.7389
RL15.Test132	1044	36	21581	72	72.1700	116	56	5.9687
RL15.Test80	1384	36	22838	72	76.3736	131	56	4.0331
RL15.Test149	20895	11	29368	22	98.2109	118	53	0.1723
RL15.Test119	11174	2	29865	4	99.8729	144	56	0.4875
RL15.Test143	4586	15	29517	30	98.7092	158	56	1.7838
RL15.Test113	8160	21	28529	42	95.4051	100	56	0.8552
RL15.Test35	2041	14	29223	28	97.7260	156	56	4.4609
RL15.Test194	4229	41	27684	82	92.5793	137	56	1.5690
RL15.Test125	2122	22	28425	44	95.0574	129	56	3.2663
RL15.Test92	9293	5	29762	10	99.5285	152	56	0.8346
RL15.Test88	356	35	27353	72	91.4724	143	56	16.7367
RL15.Test25	2605	13	29497	26	98.6423	130	53	2.8118
RL15.Test162	1458	6	29803	12	99.6656	154	56	4.7669
RL15.Test163	4090	13	29185	26	97.5989	133	56	1.9864
RL15.Test9	13275	48	18947	96	63.3615	78	44	0.1556
RL15.Test169	8188	9	29364	18	98.1975	136	56	0.8737
RL15.Test139	1790	11	29786	22	99.6087	123	53	5.4500
RL15.Test75	2479	38	27171	76	90.8638	125	47	2.1914
RL15.Test142	863	35	26362	70	88.1584	127	56	7.2892
RL15.Test112	4267	41	25995	82	86.9311	112	47	1.6281
RL15.Test19	1354	27	27435	54	91.7466	140	58	5.0515
RL15.Test133	6704	54	22813	108	76.2900	70	44	0.8201
RL15.Test191	1012	23	29058	46	97.1742	132	53	8.2168
RL15.Test10	1803	21	28746	42	96.1308	122	53	4.6193
RL15.Test171	1151	25	29047	50	97.1374	157	56	7.7765
RL15.Test3	434	41	26676	82	89.2084	131	56	15.4212
RL15.Test17	6197	21	28802	42	96.3181	143	62	1.1610
RL15.Test101	5779	28	27198	56	90.9541	132	59	1.1223
RL15.Test167	2543	34	12348	68	41.2935	62	53	1.4063
RL15.Test2	11278	31	26931	62	90.0612	125	24	0.3949
RL15.Test54	2851	11	29796	22	99.6422	123	59	2.1663
RL15.Test51	179	8	29682	16	99.2609	143	30	29.8815
RL15.Test72	12895	25	28321	50	94.7096	135	56	0.3809
RL15.Test137	2308	28	27728	56	92.7265	94	53	3.0145
RL15.Test181	1706	9	29281	18	97.9199	135	59	4.0164
RL15.Test18	2344	34	24609	68	82.2961	130	56	2.5835
RL15.Test79	1540	9	29719	18	99.3847	155	56	5.2818
RL15.Test15	2316	33	25759	66	86.1419	121	44	2.7855
RL15.Test151	831	35	26317	70	88.0079	104	56	9.8311
RL15.Test8	1268	41	22661	82	75.7817	97	21	5.5498
RL15.Test118	12684	5	29660	10	99.1874	121	62	0.5896
RL15.Test148	3718	20	28689	40	95.9402	137	56	2.2008
RL15.Test78	1053	36	26572	74	88.8606	148	57	5.7203
RL15.Test43	777	9	29658	18	99.1807	150	56	12.3517
RL15.Test12	465	23	29446	46	98.4717	154	56	15.5471
RL15.Test63	3214	4	29728	8	99.4148	123	53	2.7138
RL15.Test166	1437	7	29842	14	99.7960	124	53	5.1151
RL15.Test121	6165	10	29116	20	97.3682	153	56	1.0977
RL15.Test136	1722	1	29859	2	99.8529	130	53	5.0453
RL15.Test110	846	44	21003	88	70.2371	127	56	6.3265
RL15.Test140	12345	21	5977	42	19.9880	24	9	0.0521
RL15.Test46	2530	1	29864	2	99.8696	120	53	2.8042
RL15.Test66	12038	45	22628	90	75.6713	107	44	0.3142
RL15.Test70	8249	35	26375	70	88.2019	112	47	0.4896
RL15.Test77	2655	8	29864	16	99.8696	121	53	2.6800
RL15.Test130	1369	51	20757	102	69.4144	85	35	4.4170
RL15.Test116	1392	38	26709	76	89.3188	107	47	5.7305
RL15.Test124	604	22	28102	44	93.9772	117	53	12.4410
RL15.Test146	676	8	29218	16	97.7093	132	27	12.1530
RL15.Test38	525	37	22117	74	73.9625	85	44	10.8833
RL15.Test195	9997	42	23276	84	77.8383	90	53	0.3929
RL15.Test99	16040	28	29112	58	97.3548	138	47	0.2277
RL15.Test28	12095	37	25631	74	85.7138	119	56	0.2220
RL15.Test85	919	17	29472	34	98.5587	107	59	8.9379
RL15.Test20	6510	11	29702	22	99.3278	161	56	1.1739
RL15.Test27	1285	54	26712	108	89.3288	109	56	6.4475
RL15.Test160	1696	19	29641	38	99.1238	126	62	4.9350
RL15.Test30	11725	30	28277	60	94.5624	144	56	0.2500
RL15.Test37	690	32	28288	64	94.5992	126	56	11.5654
RL15.Test41	2495	12	29551	24	98.8229	140	56	2.9628
RL15.Test1	1903	9	29453	18	98.4951	155	56	4.2770
RL15.Test64	2123	10	29625	20	99.0703	136	53	3.7521
RL15.Test44	208	12	28837	24	96.4351	133	56	35.0982
RL15.Test61	3872	31	28023	62	93.7130	82	44	1.5341
RL15.Test185	13146	5	29838	10	99.7826	138	56	0.3881
RL15.Test39	580	8	29843	16	99.7994	127	53	14.8439
RL15.Test154	2100	41	22544	82	75.3904	82	53	2.5447
RL15.Test138	2777	14	28967	28	96.8699	122	56	3.3123
RL15.Test29	841	37	22089	74	73.8688	126	56	8.5587
RL15.Test82	887	18	28520	36	95.3750	119	56	10.3502
RL15.Test98	2550	45	16258	90	54.3691	29	26	1.6164
RL15.Test90	11963	44	23105	88	77.2665	114	56	0.2042
RL15.Test168	270	27	28929	54	96.7428	147	56	23.3904
RL15.Test97	992	26	28119	52	94.0340	119	59	8.1756
RL15.Test175	22205	30	26715	60	89.3389	118	47	0.1562
RL15.Test105	4904	13	29841	26	99.7927	145	53	1.3959
