sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL13.Test128	2220	42	26561	84	88.8239	96	56	2.3134
RL13.Test86	2055	19	29336	38	98.1039	129	59	4.0874
RL13.Test47	642	39	16479	78	55.1082	83	50	7.1577
RL13.Test62	2518	48	24401	96	81.6005	69	27	2.3184
RL13.Test85	1325	51	24942	102	83.4097	115	56	4.6708
RL13.Test53	1046	42	19044	84	63.6859	117	56	5.1860
RL13.Test69	6614	20	28858	40	96.5054	140	59	1.1163
RL13.Test184	549	43	18928	86	63.2980	106	53	9.5012
RL13.Test101	2383	32	26341	64	88.0882	112	44	3.2581
RL13.Test38	11981	42	19273	84	64.4517	96	44	0.1705
RL13.Test73	1384	35	28169	70	94.2013	136	56	5.3531
RL13.Test182	7359	14	29255	28	97.8330	128	56	0.9909
RL13.Test13	2760	28	28795	56	96.2947	162	57	2.0756
RL13.Test64	11210	40	19404	80	64.8898	90	47	0.1734
RL13.Test30	1937	18	29702	36	99.3278	129	59	3.6734
RL13.Test149	447	42	22296	84	74.5611	120	47	14.5627
RL13.Test45	269	20	28930	40	96.7461	99	59	27.6073
RL13.Test181	2038	26	28283	52	94.5825	140	56	3.8954
RL13.Test87	829	33	22929	66	76.6779	116	50	8.5786
RL13.Test46	13522	43	17360	86	58.0544	79	21	0.1466
RL13.Test104	1316	8	29809	16	99.6857	134	53	6.8098
RL13.Test200	4774	41	27581	82	92.2349	161	56	1.5695
RL13.Test77	724	27	28321	54	94.7096	97	27	10.4908
RL13.Test60	2414	13	29674	26	99.2342	144	56	3.1322
RL13.Test57	1566	49	22604	98	75.5911	59	50	3.0429
RL13.Test121	458	5	29622	10	99.0603	152	59	17.0203
RL13.Test43	9422	4	29817	8	99.7124	138	56	0.5261
RL13.Test191	8098	17	29516	34	98.7058	99	56	0.9274
RL13.Test144	11749	2	867	4	2.8994	3	9	0.0121
RL13.Test21	6987	11	29462	22	98.5252	118	59	1.0514
RL13.Test15	2003	43	20523	86	68.6319	72	44	2.9510
RL13.Test192	8319	24	28909	48	96.6759	129	59	0.5338
RL13.Test109	201	4	29727	8	99.4114	133	27	32.3405
RL13.Test34	12040	21	28784	42	96.2579	149	56	0.2540
RL13.Test16	470	42	20740	84	69.3576	89	18	13.5767
RL13.Test108	899	32	12511	64	41.8386	22	0	2.9676
RL13.Test122	1316	22	29551	44	98.8229	116	53	6.3471
RL13.Test159	13005	44	22180	88	74.1732	43	29	0.1853
RL13.Test44	3741	15	29541	30	98.7894	115	59	1.7535
RL13.Test113	1185	41	26277	84	87.8741	127	56	5.3961
RL13.Test168	7616	37	22543	74	75.3871	114	45	0.7072
RL13.Test10	3189	9	29420	18	98.3848	103	56	2.4688
RL13.Test9	9283	41	26242	82	87.7571	103	56	0.4653
RL13.Test169	590	40	24882	80	83.2090	148	60	9.8429
RL13.Test158	2308	16	29655	32	99.1707	166	56	4.1305
RL13.Test78	5318	41	21116	82	70.6150	103	48	0.9107
RL13.Test33	1838	23	28841	46	96.4485	132	50	4.5579
RL13.Test65	341	35	27210	70	90.9942	128	56	21.8660
RL13.Test89	885	9	29506	18	98.6724	148	56	9.1057
RL13.Test82	3234	8	29856	16	99.8428	131	53	2.5639
RL13.Test58	2871	12	29623	24	99.0636	125	56	2.4412
RL13.Test66	3531	5	29453	10	98.4951	150	56	1.6248
RL13.Test134	8259	40	25189	80	84.2357	96	56	0.7807
RL13.Test154	3130	37	27359	74	91.4925	128	56	2.7299
RL13.Test171	413	27	28489	54	95.2714	118	54	15.0076
RL13.Test88	1453	13	29605	26	99.0034	120	59	5.6229
RL13.Test52	1310	33	25877	66	86.5365	112	56	5.7063
RL13.Test164	1209	37	27912	74	93.3418	92	47	5.8521
RL13.Test63	2371	26	28270	52	94.5390	159	56	2.3477
RL13.Test59	878	45	17479	90	58.4523	48	50	6.1428
RL13.Test110	5944	28	28498	56	95.3015	127	62	1.2031
RL13.Test40	1354	10	29328	20	98.0771	155	56	6.4176
RL13.Test14	2830	4	29864	8	99.8696	137	56	2.1809
RL13.Test72	9008	14	29279	28	97.9133	113	59	0.5170
RL13.Test35	359	32	26118	64	87.3424	84	44	18.4553
RL13.Test79	701	14	29746	28	99.4750	113	62	12.4250
RL13.Test36	11378	17	29310	34	98.0169	133	53	0.2585
RL13.Test172	6306	26	28276	52	94.5591	145	59	1.1179
RL13.Test138	703	27	28172	54	94.2113	138	56	10.6828
RL13.Test139	1318	24	28402	50	94.9804	155	53	6.1533
RL13.Test25	1663	3	29864	6	99.8696	122	53	4.3359
RL13.Test127	8160	32	13097	64	43.7983	85	47	0.2446
RL13.Test197	1153	16	29520	32	98.7192	134	53	7.4604
RL13.Test176	871	19	28236	38	94.4253	111	33	8.1093
RL13.Test26	1054	20	28764	40	96.1910	123	59	8.2072
RL13.Test195	2031	39	26049	78	87.1117	114	53	3.4382
RL13.Test140	6378	11	29427	22	98.4082	145	56	1.1175
RL13.Test103	2912	26	8176	52	27.3417	35	44	0.8043
RL13.Test125	12877	37	22352	74	74.7484	105	62	0.2993
RL13.Test11	1624	27	9016	54	30.1508	47	9	1.5961
RL13.Test97	8346	26	27318	52	91.3554	129	36	0.8736
RL13.Test100	7573	23	27499	46	91.9607	151	56	0.7977
RL13.Test41	9643	48	20906	96	69.9127	78	47	0.3652
RL13.Test143	2207	7	29756	14	99.5084	162	53	4.0712
RL13.Test185	985	26	27211	52	90.9976	133	56	8.9254
RL13.Test187	2571	39	24504	78	81.9450	89	52	2.3806
RL13.Test23	3756	44	21555	88	72.0831	127	56	1.3359
RL13.Test175	4544	10	29797	20	99.6455	144	56	1.4436
RL13.Test177	657	15	29680	30	99.2543	135	56	12.7557
RL13.Test196	10594	22	27793	44	92.9439	144	53	0.4212
RL13.Test133	9774	38	27811	76	93.0040	111	57	0.4769
RL13.Test8	686	14	4338	28	14.5069	18	9	1.7887
RL13.Test126	2255	17	28940	34	96.7796	120	56	3.1634
RL13.Test24	13357	10	29753	20	99.4984	131	56	0.2441
RL13.Test92	665	8	29635	16	99.1038	141	53	12.2250
RL13.Test114	8781	3	721	6	2.4111	2	0	0.0133
RL13.Test99	8173	43	25060	86	83.8043	128	59	0.4735
RL13.Test160	12592	22	28253	44	94.4822	159	56	0.2426
RL13.Test150	682	35	23226	70	77.6711	109	56	9.9447
RL13.Test31	3334	4	29800	8	99.6556	130	56	2.4532
RL13.Test130	746	41	26464	82	88.4995	123	50	9.7253
RL13.Test98	2337	44	26041	88	87.0849	111	56	3.1114
RL13.Test61	2640	37	17236	74	57.6397	90	56	1.8915
RL13.Test186	391	6	29792	12	99.6288	141	53	18.6856
RL13.Test5	3634	16	29678	32	99.2476	144	56	1.6995
RL13.Test163	9147	22	28416	44	95.0273	116	56	0.4941
RL13.Test118	1434	40	19890	82	66.5151	86	44	3.8181
RL13.Test119	1074	24	29133	48	97.4250	108	56	7.6717
RL13.Test153	476	29	26729	58	89.3857	142	44	16.3616
RL13.Test7	1014	37	26381	74	88.2219	109	56	5.4601
RL13.Test20	5824	20	29115	40	97.3648	144	56	1.2289
RL13.Test1	9764	21	6270	42	20.9678	25	0	0.1085
RL13.Test90	2169	18	29313	36	98.0270	120	56	3.4772
RL13.Test137	2510	29	27234	58	91.0745	122	56	2.7663
RL13.Test173	431	18	29082	36	97.2545	114	56	17.3680
RL13.Test28	12119	30	27994	60	93.6160	136	53	0.2439
RL13.Test135	1374	8	29836	16	99.7759	148	59	5.0327
RL13.Test106	12120	14	29120	28	97.3815	153	56	0.2530
RL13.Test165	2505	30	22375	60	74.8253	128	57	1.7887
RL13.Test112	2827	16	29564	32	98.8663	110	59	2.7582
RL13.Test155	4033	7	29775	14	99.5719	124	56	1.7367
RL13.Test22	1156	42	17053	84	57.0277	71	9	3.6498
RL13.Test94	882	42	19435	84	64.9935	82	50	6.4098
RL13.Test4	2005	15	29640	30	99.1205	132	56	3.4788
RL13.Test157	12006	31	27063	62	90.5026	101	50	0.2391
RL13.Test29	2951	33	27855	66	93.1512	148	56	2.3600
RL13.Test167	2675	10	29839	20	99.7860	166	56	2.2431
RL13.Test146	5763	37	17375	74	58.1045	75	33	0.7316
RL13.Test111	12312	35	27314	70	91.3420	119	59	0.2395
RL13.Test170	573	20	29398	40	98.3112	123	53	15.5858
RL13.Test81	3031	48	14793	96	49.4700	51	9	1.0627
RL13.Test93	8301	7	29816	14	99.7091	161	56	0.5367
RL13.Test180	3835	34	27502	68	91.9707	129	56	1.5049
RL13.Test107	922	38	20916	76	69.9462	106	44	6.4807
RL13.Test3	1588	39	25101	78	83.9414	109	53	4.6212
RL13.Test136	1632	27	27672	54	92.5392	101	59	4.5178
RL13.Test193	1041	18	29514	36	98.6991	94	59	6.5346
RL13.Test123	6565	25	28318	50	94.6995	152	56	1.0966
RL13.Test105	286	13	28564	26	95.5222	108	53	20.1245
RL13.Test6	12727	31	27862	62	93.1746	145	47	0.2393
RL13.Test183	929	53	25584	106	85.5566	108	56	8.2488
RL13.Test27	764	38	25571	76	85.5132	112	24	10.5304
RL13.Test166	2285	24	27778	48	92.8937	131	56	3.2015
RL13.Test156	1943	5	29858	10	99.8495	133	56	3.6819
RL13.Test190	805	24	29455	48	98.5018	163	56	8.0649
RL13.Test120	903	43	23748	86	79.4168	122	53	8.0774
RL13.Test145	2034	11	29090	22	97.2812	146	56	3.6744
RL13.Test71	1000	15	29586	30	98.9399	145	54	7.4186
RL13.Test95	1944	41	26101	82	87.2856	96	30	3.2561
RL13.Test96	731	39	25229	78	84.3695	122	47	11.1755
RL13.Test51	16403	35	26215	70	87.6668	127	59	0.3154
