sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL8.Test1	870	36	27098	72	90.6197	139	56	9.2463
RL8.Test47	839	33	26707	68	89.3121	141	57	9.8025
RL8.Test45	252	29	26227	58	87.7069	127	59	27.9608
RL8.Test148	9595	13	29394	26	98.2978	130	53	0.5149
RL8.Test69	473	12	3926	24	13.1291	24	9	2.7013
RL8.Test11	1241	36	12492	72	41.7751	67	35	2.9176
RL8.Test133	745	26	8660	52	28.9603	52	9	2.5405
RL8.Test67	9486	36	20585	72	68.8392	89	30	0.5347
RL8.Test65	517	46	26013	92	86.9913	132	59	14.2369
RL8.Test49	539	7	1847	14	6.1766	15	9	0.8769
RL8.Test112	177	42	16259	84	54.3725	92	56	26.2853
RL8.Test22	10242	34	20301	68	67.8895	116	18	0.3462
RL8.Test124	1562	35	25559	70	85.4730	129	56	3.4110
RL8.Test54	13005	54	20412	108	68.2607	31	9	0.1737
RL8.Test80	3815	48	15948	96	53.3324	13	0	0.8897
RL8.Test88	1703	39	26423	78	88.3624	107	56	4.0430
RL8.Test32	525	45	24502	90	81.9383	124	30	13.8898
RL8.Test105	471	14	29560	28	98.8530	103	53	19.8189
RL8.Test189	1361	46	19449	92	65.0403	82	53	4.6830
RL8.Test185	1910	29	27907	58	93.3251	93	50	4.2249
RL8.Test109	6427	46	20845	92	69.7087	96	27	0.8411
RL8.Test37	11083	16	4627	32	15.4734	31	18	0.0414
RL8.Test194	71	33	12738	66	42.5977	73	25	34.8884
RL8.Test35	471	43	21669	86	72.4643	110	47	10.3783
RL8.Test29	311	37	17598	74	58.8503	103	27	12.9453
RL8.Test27	11296	21	7171	42	23.9809	51	18	0.0639
RL8.Test16	2097	35	12003	70	40.1398	61	0	1.0744
RL8.Test174	174	21	29297	42	97.9734	160	56	38.6999
RL8.Test25	865	13	5395	26	18.0417	25	35	2.0196
RL8.Test39	1100	14	29754	28	99.5017	150	56	6.3485
RL8.Test154	1063	44	21246	90	71.0497	99	35	6.2866
RL8.Test73	11293	48	21345	96	71.3808	87	59	0.1902
RL8.Test115	11933	29	27105	58	90.6431	100	27	0.2389
RL8.Test193	11360	2	732	4	2.4479	6	9	0.0064
RL8.Test119	13135	42	19218	84	64.2678	88	47	0.1648
RL8.Test120	1491	31	27496	62	91.9506	131	56	4.6253
RL8.Test43	1832	26	28554	52	95.4887	130	56	3.2456
RL8.Test153	1407	17	4798	34	16.0452	21	9	0.9949
RL8.Test173	781	52	16927	104	56.6064	63	18	6.6731
RL8.Test63	1053	8	3454	16	11.5507	22	35	0.7472
RL8.Test94	802	47	26229	94	87.7136	106	27	9.3271
RL8.Test8	9514	35	27827	70	93.0576	134	31	0.4809
RL8.Test182	824	37	15093	74	50.4732	109	44	3.8101
RL8.Test190	1604	31	26982	62	90.2317	114	59	4.8508
RL8.Test102	2663	45	27154	90	90.8069	150	53	2.1109
RL8.Test123	1821	22	6983	44	23.3522	29	9	1.2126
RL8.Test81	3802	10	2978	20	9.9589	17	1	0.2141
RL8.Test170	1111	5	3164	10	10.5809	23	35	0.9064
RL8.Test79	6322	37	23530	74	78.6878	129	36	0.9218
RL8.Test33	1373	35	25267	70	84.4965	97	50	5.3005
RL8.Test169	645	43	19316	86	64.5955	74	18	8.2825
RL8.Test165	7336	25	8702	50	29.1008	54	27	0.3144
RL8.Test18	502	51	20322	102	67.9597	86	27	12.3288
RL8.Test10	1435	42	23973	84	80.1692	123	18	4.8726
RL8.Test23	2051	28	7787	56	26.0409	49	21	0.7146
RL8.Test134	5994	40	26971	80	90.1950	97	33	1.0310
RL8.Test75	323	36	24776	72	82.8546	121	56	20.8516
RL8.Test77	965	46	17325	92	57.9373	75	18	4.9632
RL8.Test72	826	22	7309	44	24.4424	37	9	2.8730
RL8.Test86	930	48	22539	96	75.3737	101	59	5.7428
RL8.Test92	5508	34	13675	68	45.7312	71	50	0.6069
RL8.Test143	647	44	22526	88	75.3302	110	27	10.1947
RL8.Test167	89	17	29693	34	99.2977	122	53	48.1334
RL8.Test138	1753	39	24582	78	82.2058	101	47	4.2669
RL8.Test140	5752	38	26025	76	87.0314	153	59	1.1282
RL8.Test99	392	8	1857	16	6.2101	12	0	1.3088
RL8.Test97	208	14	4771	28	15.9549	31	44	6.8081
RL8.Test95	1763	42	26795	84	89.6064	87	24	3.7587
RL8.Test161	485	37	24718	74	82.6606	120	57	13.0124
RL8.Test117	790	6	29791	12	99.6255	116	59	7.3524
RL8.Test74	753	8	3849	16	12.8716	26	35	1.3698
RL8.Test106	419	29	27788	60	92.9271	87	33	13.8310
RL8.Test111	495	39	25733	78	86.0549	150	47	15.6003
RL8.Test53	2678	33	13101	66	43.8117	54	9	0.9537
RL8.Test186	2340	38	12948	76	43.3000	59	24	1.6567
RL8.Test128	17987	41	20589	82	68.8526	128	56	0.1505
RL8.Test93	1616	36	25375	72	84.8577	110	56	4.0186
RL8.Test101	216	43	27102	86	90.6330	88	56	36.5709
RL8.Test116	9767	41	26805	82	89.6398	127	53	0.4682
RL8.Test181	342	47	25415	94	84.9915	121	21	19.9057
RL8.Test107	543	26	28878	52	96.5723	122	30	12.1930
RL8.Test187	1537	46	19893	92	66.5251	85	44	4.2049
RL8.Test64	1921	12	29792	24	99.6288	144	56	3.9453
RL8.Test198	416	34	11298	68	37.7822	58	18	9.1314
RL8.Test44	2461	44	24948	88	83.4298	116	56	3.0785
RL8.Test158	2344	41	15093	82	50.4732	96	56	1.2555
RL8.Test178	1600	46	21911	94	73.2736	122	27	4.3565
RL8.Test59	12226	48	23321	96	77.9888	120	21	0.2050
RL8.Test166	2024	44	25949	88	86.7772	99	18	3.2703
RL8.Test57	6229	36	14208	72	47.5136	92	36	0.5638
RL8.Test55	2027	24	6573	48	21.9811	43	12	0.5988
RL8.Test24	2330	43	16112	86	53.8809	19	9	1.8261
RL8.Test144	8877	42	26694	84	89.2686	131	47	0.4893
RL8.Test52	2619	15	29319	30	98.0470	112	56	3.3505
RL8.Test34	1005	33	27512	66	92.0041	109	56	8.3158
RL8.Test118	1240	39	20084	78	67.1638	104	44	3.9490
RL8.Test14	1422	28	28978	56	96.9067	129	57	6.6250
RL8.Test126	96	53	20401	106	68.2239	121	24	59.8434
RL8.Test56	14383	50	24540	100	82.0653	87	33	0.3227
RL8.Test156	10327	4	2333	8	7.8019	15	35	0.0347
RL8.Test176	8816	34	14501	68	48.4935	113	53	0.2655
RL8.Test196	6107	42	23286	84	77.8718	97	44	0.9723
RL8.Test168	671	6	1988	12	6.6482	17	9	0.8797
RL8.Test137	5813	44	26506	88	88.6399	106	30	1.1572
RL8.Test98	741	27	26421	54	88.3557	134	56	10.6701
RL8.Test90	982	44	17763	88	59.4021	99	56	4.5013
RL8.Test131	8517	44	19963	88	66.7592	65	30	0.6187
RL8.Test51	1453	19	6095	38	20.3826	25	9	1.0164
RL8.Test5	3556	20	28805	40	96.3281	116	56	2.3135
RL8.Test91	8731	36	28232	72	94.4119	115	56	0.5228
RL8.Test58	283	44	21232	88	71.0029	121	18	22.6583
RL8.Test50	11915	33	25504	66	85.2891	122	18	0.2253
RL8.Test136	203	45	26180	90	87.5497	60	44	38.4953
RL8.Test84	1211	44	21667	88	72.4576	83	44	4.5733
RL8.Test9	2123	41	26546	82	88.7737	113	56	2.3548
RL8.Test149	5709	36	17231	72	57.6230	77	44	0.7280
RL8.Test145	785	44	24058	88	80.4535	109	47	9.1979
RL8.Test127	75	46	22180	92	74.1732	100	30	69.8131
RL8.Test151	791	46	24235	92	81.0454	121	56	6.3306
RL8.Test96	879	33	22213	66	74.2835	114	56	7.9721
RL8.Test171	2158	42	15851	84	53.0081	65	53	1.8690
RL8.Test191	1726	12	29148	24	97.4752	134	56	3.9326
RL8.Test197	260	42	20428	84	68.3142	113	56	26.5047
RL8.Test108	919	26	8665	52	28.9770	27	44	2.8107
RL8.Test188	853	34	28928	68	96.7395	86	24	7.6462
RL8.Test157	181	24	8534	48	28.5389	46	18	16.3173
RL8.Test177	1525	48	20435	96	68.3376	48	9	3.8391
RL8.Test121	2194	44	24826	88	83.0218	134	56	3.3337
