sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL14.Test126	1871	13	29077	26	97.2377	124	56	4.3656
RL14.Test38	3312	6	29743	12	99.4649	132	53	2.6878
RL14.Test32	1685	19	29375	38	98.2343	126	62	4.4903
RL14.Test3	18856	34	26349	68	88.1149	113	65	0.1866
RL14.Test160	1623	17	5150	34	17.2224	46	18	0.7564
RL14.Test130	272	33	25966	66	86.8341	122	53	25.8205
RL14.Test85	2880	8	29858	16	99.8495	129	56	2.8090
RL14.Test122	782	9	29836	18	99.7759	135	53	9.0863
RL14.Test125	384	23	29326	46	98.0704	161	56	19.4703
RL14.Test14	6048	31	28329	62	94.7363	116	36	1.1728
RL14.Test185	1897	29	28738	58	96.1041	112	33	3.6499
RL14.Test182	1929	10	29811	20	99.6923	132	53	4.7758
RL14.Test80	501	22	29227	44	97.7394	115	27	14.3664
RL14.Test158	2047	27	28671	54	95.8800	133	56	3.0838
RL14.Test145	3355	34	10883	68	36.3943	72	47	0.7091
RL14.Test1	3324	15	29570	30	98.8864	155	56	1.7020
RL14.Test12	14145	25	29003	50	96.9903	148	58	0.2335
RL14.Test142	8809	32	26984	64	90.2384	157	56	0.4840
RL14.Test18	363	29	27856	58	93.1545	149	56	19.5913
RL14.Test108	14217	15	29722	30	99.3947	129	53	0.3685
RL14.Test170	9007	39	25038	78	83.7307	99	53	0.4457
RL14.Test110	5696	16	29443	32	98.4617	131	56	1.5104
RL14.Test191	5503	45	23126	90	77.3367	88	53	1.1114
RL14.Test146	386	42	26797	84	89.6131	106	59	17.7123
RL14.Test34	3411	10	29586	20	98.9399	150	56	2.7195
RL14.Test135	2008	19	28974	38	96.8933	129	56	4.2438
RL14.Test132	803	45	22399	90	74.9055	108	53	8.5288
RL14.Test89	2143	25	27954	50	93.4823	136	56	3.9782
RL14.Test165	2894	16	29810	32	99.6890	128	53	2.3187
RL14.Test162	8664	26	29192	52	97.6223	126	62	0.7865
RL14.Test17	10110	27	29336	54	98.1039	145	56	0.4563
RL14.Test180	738	37	23346	74	78.0724	126	47	9.4163
RL14.Test120	8636	38	24261	76	81.1323	117	18	0.4346
RL14.Test36	12333	34	28259	70	94.5022	145	56	0.2474
RL14.Test136	1642	17	29077	34	97.2377	122	53	5.3377
RL14.Test90	956	47	20805	94	69.5750	93	56	6.5864
RL14.Test166	2087	12	29517	24	98.7092	154	56	3.2607
RL14.Test33	4438	44	18730	88	62.6359	61	50	0.8832
RL14.Test11	1092	4	29810	8	99.6890	150	53	8.2733
RL14.Test95	12730	44	19194	90	64.1875	81	18	0.1584
RL14.Test30	8921	35	25893	70	86.5900	140	56	0.4709
RL14.Test93	3240	39	19496	78	65.1975	77	44	1.1604
RL14.Test106	948	46	20269	92	67.7825	98	47	6.1959
RL14.Test96	1632	23	28578	46	95.5690	159	57	4.5670
RL14.Test171	3327	1	29816	2	99.7091	158	56	1.7852
RL14.Test156	4949	28	27226	56	91.0477	103	56	1.4254
RL14.Test35	1511	24	28881	48	96.5823	124	59	4.8887
RL14.Test148	1690	46	26385	92	88.2353	115	53	4.7719
RL14.Test8	728	10	29721	20	99.3914	155	56	11.2719
RL14.Test82	315	36	27277	72	91.2183	141	56	22.8635
RL14.Test88	1495	23	29630	46	99.0870	106	53	5.6924
RL14.Test102	330	8	29669	16	99.2175	150	53	24.3834
RL14.Test105	2771	10	29645	20	99.1372	125	53	3.3043
RL14.Test152	6137	12	29663	24	99.1974	129	59	1.2090
RL14.Test111	7152	30	10687	60	35.7389	46	44	0.3526
RL14.Test155	1701	22	29002	44	96.9869	116	56	4.3471
RL14.Test190	9551	20	28733	40	96.0873	131	56	0.4961
RL14.Test121	2407	8	29813	16	99.6990	124	53	3.0937
RL14.Test181	7747	37	20044	74	67.0301	105	47	0.5849
RL14.Test94	3170	4	29858	8	99.8495	113	56	2.4793
RL14.Test81	2614	2	29864	4	99.8696	120	53	3.6044
RL14.Test87	573	21	28602	42	95.6493	141	56	13.9650
RL14.Test19	19470	21	28714	42	96.0238	121	56	0.1993
RL14.Test168	1634	45	24541	90	82.0687	110	44	4.7200
RL14.Test138	11363	20	28841	40	96.4485	132	56	0.4439
RL14.Test117	3188	10	28786	20	96.2646	149	47	2.5513
RL14.Test144	2717	41	18520	82	61.9336	27	35	1.8681
RL14.Test22	8355	33	15937	66	53.2957	68	35	0.2931
RL14.Test2	763	8	29608	16	99.0135	159	56	10.7681
RL14.Test28	2565	41	25024	82	83.6839	131	47	2.6771
RL14.Test109	20253	12	29499	24	98.6490	128	56	0.1991
RL14.Test153	14652	32	28237	64	94.4287	94	53	0.2230
RL14.Test79	10108	31	26287	62	87.9076	143	56	0.4307
RL14.Test103	10686	36	14137	72	47.2762	59	44	0.2133
RL14.Test177	2730	38	15800	76	52.8375	71	47	1.3506
RL14.Test159	3007	40	22424	80	74.9891	103	27	1.8739
RL14.Test164	3061	10	29695	20	99.3044	158	56	2.9873
RL14.Test134	2325	38	26845	76	89.7736	107	37	2.1380
RL14.Test59	1399	33	10796	66	36.1034	49	18	2.2820
RL14.Test27	5072	19	28934	38	96.7595	157	57	1.3342
RL14.Test21	1639	5	29850	10	99.8228	142	56	5.0644
RL14.Test49	1758	21	28472	42	95.2145	138	56	3.4725
RL14.Test69	12084	43	24883	86	83.2124	125	59	0.2160
RL14.Test187	1331	45	15885	90	53.1218	28	0	2.9320
RL14.Test127	10018	24	28741	48	96.1141	140	56	0.4482
RL14.Test6	1771	39	24476	78	81.8513	89	56	3.6104
RL14.Test62	9242	28	28983	56	96.9234	141	56	0.5056
RL14.Test42	1865	1	29857	2	99.8462	128	53	4.5196
RL14.Test4	7624	12	29649	24	99.1506	108	59	0.9506
RL14.Test48	11738	10	29434	20	98.4316	163	56	0.2547
RL14.Test68	491	23	28572	46	95.5489	137	53	13.0283
RL14.Test143	2006	4	29843	8	99.7994	148	56	4.7215
RL14.Test77	9274	13	29722	26	99.3947	137	56	0.8619
RL14.Test149	1033	14	6797	28	22.7302	33	35	2.0110
RL14.Test197	6695	21	29685	42	99.2710	160	56	1.1437
RL14.Test154	820	7	2171	14	7.2601	9	35	0.8312
RL14.Test71	1229	4	29711	8	99.3579	122	53	5.7252
RL14.Test104	1097	41	20371	82	68.1236	110	56	4.0415
RL14.Test58	684	26	29571	52	98.8897	135	56	13.7523
RL14.Test5	2509	10	29741	20	99.4582	149	59	2.3745
RL14.Test52	9033	4	29817	8	99.7124	154	59	0.5193
RL14.Test51	1393	8	4020	16	13.4435	21	44	0.7803
RL14.Test169	991	27	29196	54	97.6357	117	44	8.8939
RL14.Test139	707	21	28190	42	94.2715	146	56	11.3437
RL14.Test67	1422	31	25469	62	85.1721	113	53	5.1016
RL14.Test47	1302	25	28387	50	94.9303	127	56	6.7439
RL14.Test72	641	45	18361	90	61.4019	78	21	6.9929
RL14.Test163	995	40	24951	80	83.4398	103	53	7.2779
RL14.Test7	11184	47	21481	94	71.8356	51	0	0.3177
RL14.Test78	1879	29	27409	58	91.6597	108	53	4.2022
RL14.Test133	2119	28	28664	56	95.8566	128	56	4.1478
RL14.Test61	825	9	29597	18	98.9767	129	56	10.2975
RL14.Test41	14519	40	25974	80	86.8609	106	44	0.2053
RL14.Test29	8703	37	27813	74	93.0107	113	47	0.5116
RL14.Test57	5311	18	29392	36	98.2911	153	56	1.2823
RL14.Test56	12734	6	29801	12	99.6589	151	56	0.2517
RL14.Test119	8633	2	29864	4	99.8696	146	53	0.5301
RL14.Test200	1257	5	29798	10	99.6489	138	56	6.2586
RL14.Test194	2762	41	25613	82	85.6536	105	56	2.8542
RL14.Test53	1707	40	24035	80	80.3766	109	56	4.2849
RL14.Test113	1574	8	29495	16	98.6356	114	53	4.0570
RL14.Test107	1660	10	29802	20	99.6622	149	53	4.5233
RL14.Test173	1508	22	28574	44	95.5556	137	56	4.4834
RL14.Test74	1903	33	13500	66	45.1460	72	45	2.1070
RL14.Test46	636	30	26754	60	89.4693	93	59	12.9293
RL14.Test66	9115	32	26937	64	90.0813	82	30	0.6801
RL14.Test43	17438	31	27346	62	91.4490	118	62	0.2016
RL14.Test157	1267	43	24865	86	83.1522	134	53	5.8597
RL14.Test63	944	23	28761	46	96.1810	153	56	9.5240
RL14.Test179	677	32	25466	64	85.1620	140	53	11.8013
RL14.Test20	3159	5	29816	10	99.7091	122	53	2.3921
RL14.Test54	716	39	12102	78	40.4709	57	46	5.3822
RL14.Test25	6402	41	26775	82	89.5395	108	53	1.1211
RL14.Test73	1895	10	29621	20	99.0570	125	59	4.0856
RL14.Test44	4688	13	29749	26	99.4850	128	56	1.4832
RL14.Test64	8400	7	29483	14	98.5955	139	59	0.7944
RL14.Test183	20783	14	29705	28	99.3379	144	53	0.1732
RL14.Test123	2007	34	27800	68	92.9673	106	59	3.3984
RL14.Test76	1685	32	27749	64	92.7967	85	24	4.9790
RL14.Test129	8169	3	29817	6	99.7124	152	56	0.8783
RL14.Test189	1340	17	29727	34	99.4114	135	53	5.1338
RL14.Test70	2295	42	15580	84	52.1018	85	47	1.2787
RL14.Test193	1656	17	29079	34	97.2444	119	53	4.2252
RL14.Test114	1972	26	27776	52	92.8870	104	47	3.4116
RL14.Test75	1302	34	27232	68	91.0678	114	53	6.6766
RL14.Test199	4035	25	28488	50	95.2680	144	56	1.5013
RL14.Test147	11366	12	29150	24	97.4819	142	56	0.2584
RL14.Test26	11350	5	29743	10	99.4649	151	56	0.2628
RL14.Test23	7231	21	28972	42	96.8866	145	56	1.0505
RL14.Test174	3200	27	29477	54	98.5754	141	56	2.4390
RL14.Test167	153	15	29761	30	99.5251	133	53	24.7932
RL14.Test65	513	8	2180	16	7.2902	4	9	0.9526
RL14.Test45	2735	21	28345	42	94.7898	143	56	2.0130
RL14.Test137	8220	10	29067	20	97.2043	126	56	0.8675
RL14.Test60	1416	24	28088	48	93.9304	128	56	5.7891
RL14.Test40	2110	51	20981	102	70.1635	91	44	3.1410
RL14.Test50	2025	15	29255	30	97.8330	158	59	2.5902
RL14.Test124	5926	32	26396	64	88.2721	122	57	1.0722
RL14.Test184	1393	25	28308	50	94.6661	113	56	4.7390
RL14.Test24	291	22	28726	44	96.0639	116	33	21.4939
RL14.Test55	3643	19	29548	38	98.8128	153	56	1.7432
