sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL20.Test60	7244	26	28433	52	95.0841	142	56	0.8670
RL20.Test156	17377	22	29061	44	97.1842	124	53	0.3219
RL20.Test100	22480	3	29864	6	99.8696	141	53	0.1713
RL20.Test153	10076	14	29800	28	99.6556	143	56	0.4890
RL20.Test106	1521	19	29634	38	99.1004	128	53	4.5280
RL20.Test74	1486	4	29854	10	99.8361	149	53	5.5193
RL20.Test150	3779	5	29612	10	99.0269	125	56	2.0674
RL20.Test121	10070	10	29578	20	98.9132	128	56	0.7008
RL20.Test53	18517	26	28470	52	95.2078	100	65	0.3028
RL20.Test103	2705	1	29859	2	99.8529	131	53	2.7990
RL20.Test95	9881	1	29864	2	99.8696	158	56	0.7885
RL20.Test90	868	13	29800	26	99.6556	140	56	8.2680
RL20.Test200	2359	2	29865	4	99.8729	127	56	3.8638
RL20.Test51	1984	39	25253	78	84.4497	122	56	3.6746
RL20.Test149	3023	12	29124	24	97.3949	119	56	2.7430
RL20.Test111	9652	42	23772	84	79.4970	76	44	0.4052
RL20.Test4	1831	21	28592	42	95.6158	147	56	4.3463
RL20.Test194	2965	2	29865	4	99.8729	128	53	2.3828
RL20.Test171	11678	7	29822	14	99.7291	154	56	0.2620
RL20.Test94	702	17	28973	34	96.8899	123	53	11.0684
RL20.Test109	2141	19	29239	38	97.7795	164	56	3.5882
RL20.Test48	6989	4	29865	8	99.8729	152	56	1.0105
RL20.Test46	9614	5	29864	10	99.8696	128	53	0.5084
RL20.Test57	3113	2	29816	4	99.7091	163	56	2.3636
RL20.Test159	893	3	29816	6	99.7091	144	56	6.8142
RL20.Test9	14251	8	29513	16	98.6958	148	56	0.2350
RL20.Test132	7809	12	29376	24	98.2376	129	56	0.9618
RL20.Test17	2639	22	29212	44	97.6892	126	62	3.0040
RL20.Test40	3712	3	29829	6	99.7525	155	56	1.9438
RL20.Test31	10916	26	27904	52	93.3151	101	44	0.4251
RL20.Test189	1199	25	29031	50	97.0839	119	53	7.0613
RL20.Test79	11148	1	29816	2	99.7091	157	56	0.4575
RL20.Test45	18551	7	29692	14	99.2944	139	56	0.2143
RL20.Test122	2408	14	29442	28	98.4583	154	56	2.9507
RL20.Test169	10306	3	29849	6	99.8194	117	53	0.4779
RL20.Test37	8376	6	29811	12	99.6923	148	56	0.5474
RL20.Test96	2472	5	29698	10	99.3145	148	56	3.6271
RL20.Test125	14789	14	29478	28	98.5787	147	59	0.2286
RL20.Test22	5340	5	29825	10	99.7392	149	53	1.3371
RL20.Test69	14855	4	29831	8	99.7592	157	56	0.2332
RL20.Test82	683	18	29320	36	98.0504	131	53	11.0241
RL20.Test138	20745	13	29642	26	99.1272	111	44	0.1739
RL20.Test98	3564	10	29599	20	98.9834	161	56	1.6759
RL20.Test127	1069	30	29094	60	97.2946	99	50	7.4722
RL20.Test190	2611	3	29864	6	99.8696	151	56	3.4542
RL20.Test128	14545	4	29863	8	99.8662	133	53	0.3668
RL20.Test83	9930	6	29676	12	99.2409	151	56	0.4983
RL20.Test44	2259	17	29015	34	97.0304	121	30	3.5151
RL20.Test11	3496	8	29739	16	99.4516	150	53	1.7734
RL20.Test137	1817	7	29795	14	99.6388	139	56	5.0074
RL20.Test193	6182	10	29267	20	97.8731	120	53	1.4012
RL20.Test23	12035	18	28982	36	96.9200	147	53	0.2540
RL20.Test135	1827	28	28930	56	96.7461	113	54	4.2875
RL20.Test196	2312	9	29854	18	99.8361	156	56	3.4708
