sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL2.Test51	151	2	655	4	2.1904	4	9	1.3799
RL2.Test97	816	18	5861	36	19.6000	10	9	1.6697
RL2.Test10	23	5	1039	10	3.4746	2	0	14.8939
RL2.Test122	116	4	1147	8	3.8357	2	0	2.7671
RL2.Test64	73	46	17175	92	57.4357	21	0	69.0515
RL2.Test3	276	25	11358	50	37.9828	65	27	13.6630
RL2.Test71	45	45	13563	90	45.3567	49	15	99.9194
RL2.Test66	282	42	14146	84	47.3063	88	44	16.4713
RL2.Test157	1653	23	7045	46	23.5595	5	0	1.0489
RL2.Test2	5	4	1157	8	3.8692	4	9	83.5517
RL2.Test137	1	1	220	2	0.7357	0	0	100.0000
RL2.Test183	709	1	526	2	1.7590	2	9	0.1511
RL2.Test19	74	36	20531	72	68.6587	128	56	66.4250
RL2.Test86	1646	1	228	2	0.7625	0	0	0.0441
RL2.Test132	62	19	5610	38	18.7607	45	18	28.8858
RL2.Test185	23	2	655	4	2.1904	4	9	5.4932
RL2.Test33	97	37	17648	74	59.0175	91	44	45.6798
RL2.Test178	5654	7	2217	14	7.4140	17	9	0.0984
RL2.Test149	31	1	229	2	0.7658	0	0	2.5193
RL2.Test23	50	33	14078	66	47.0789	117	53	46.1878
RL2.Test54	4	2	457	4	1.5283	0	0	52.8324
RL2.Test61	247	2	494	4	1.6520	3	9	0.6024
RL2.Test74	253	3	787	6	2.6318	4	0	0.6298
RL2.Test191	79	44	14737	88	49.2827	12	0	59.2837
RL2.Test101	5610	7	2220	14	7.4240	17	9	0.0990
RL2.Test144	54	33	14393	66	48.1323	119	55	45.7967
RL2.Test81	767	5	2719	10	9.0927	14	35	1.1389
RL2.Test32	160	38	13291	76	44.4470	82	30	23.8911
RL2.Test175	17	2	405	4	1.3544	4	0	8.8855
RL2.Test4	886	39	17737	78	59.3151	74	35	6.3787
RL2.Test22	100	2	655	4	2.1904	4	9	2.0377
RL2.Test164	140	19	5313	38	17.7674	21	36	11.5556
RL2.Test166	92	26	8717	52	29.1509	48	18	27.0966
RL2.Test8	284	24	7951	50	26.5893	55	21	7.9490
RL2.Test117	546	1	243	2	0.8126	2	0	0.0940
RL2.Test146	46	32	13757	64	46.0054	113	53	47.7739
RL2.Test75	46	37	14851	74	49.6639	76	45	87.1628
RL2.Test129	1547	3	1066	6	3.5649	0	0	0.2171
RL2.Test112	40	40	12891	80	43.1094	35	24	99.6913
RL2.Test55	47	24	8097	48	27.0776	63	47	55.3573
RL2.Test134	351	10	2799	20	9.3603	11	26	2.7707
RL2.Test53	21	4	909	8	3.0398	9	9	15.9943
RL2.Test99	290	1	279	2	0.9330	3	0	0.2977
RL2.Test34	38	24	8661	48	28.9636	49	21	65.4447
RL2.Test6	68	2	655	4	2.1904	4	9	2.6572
RL2.Test26	853	33	10873	66	36.3609	67	44	2.7525
RL2.Test73	12	1	220	2	0.7357	0	0	7.1942
RL2.Test65	46	26	9351	52	31.2711	63	44	45.4280
RL2.Test167	20	14	3565	28	11.9219	25	12	57.6224
RL2.Test140	137	10	3036	20	10.1528	16	0	7.6611
RL2.Test116	888	32	12396	64	41.4540	50	35	4.5091
RL2.Test160	6346	7	2217	14	7.4140	17	9	0.0898
RL2.Test46	132	5	1814	10	6.0663	9	9	3.8681
RL2.Test142	104	5	1396	10	4.6684	4	9	3.9260
RL2.Test108	275	24	10811	48	36.1536	65	27	13.1890
RL2.Test18	20	9	3427	18	11.4604	23	35	55.0292
RL2.Test162	104	5	1396	10	4.6684	4	9	3.9350
RL2.Test105	70	1	220	2	0.7357	0	0	1.0432
RL2.Test198	5675	36	16533	72	55.2888	96	26	0.7349
RL2.Test21	51	24	8097	48	27.0776	63	47	51.6061
RL2.Test85	32	23	9482	46	31.7092	66	9	81.5704
RL2.Test5	37	27	8707	54	29.1175	46	9	79.3488
RL2.Test63	5	2	638	4	2.1336	2	9	42.6730
