sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL6.Test95	218	21	29633	42	99.0971	147	53	32.4705
RL6.Test28	120	25	27528	50	92.0577	156	56	41.6265
RL6.Test174	808	43	23292	86	77.8919	114	56	8.3155
RL6.Test86	754	16	29246	32	97.8029	138	56	10.9177
RL6.Test24	618	33	26919	66	90.0211	124	59	13.1483
RL6.Test127	809	3	639	6	2.1369	0	0	0.1967
RL6.Test129	986	41	23058	82	77.1093	88	53	5.6080
RL6.Test197	1495	35	24738	70	82.7275	111	47	4.6769
RL6.Test199	5792	24	7326	48	24.4992	43	15	0.3213
RL6.Test96	154	52	19881	104	66.4850	88	31	34.7116
RL6.Test180	178	25	6935	50	23.1917	11	0	10.5509
RL6.Test181	1319	30	12970	60	43.3736	69	55	2.9506
RL6.Test193	265	43	15737	86	52.6268	100	47	17.5932
RL6.Test141	626	11	4108	22	13.7378	27	35	1.3958
RL6.Test123	1669	33	10979	66	36.7154	68	18	2.0530
RL6.Test140	10623	6	1657	12	5.5413	9	26	0.0148
RL6.Test132	10415	28	8381	56	28.0273	7	9	0.1377
RL6.Test57	2563	29	28484	58	95.2547	128	59	2.9239
RL6.Test72	149	20	5002	40	16.7274	21	9	11.0118
RL6.Test79	417	34	19917	68	66.6054	113	38	15.4595
RL6.Test85	791	22	7136	44	23.8638	38	35	2.0910
RL6.Test47	7854	39	17469	78	58.4189	93	47	0.3316
RL6.Test109	57	25	7232	50	24.1849	27	9	46.5294
RL6.Test107	353	39	14909	78	49.8579	66	44	12.5786
RL6.Test116	78	43	14620	86	48.8914	74	27	60.5034
RL6.Test73	1491	24	7231	48	24.1815	48	9	1.5544
RL6.Test5	1700	23	7200	46	24.0779	31	11	0.9302
RL6.Test25	2371	34	15332	68	51.2724	99	47	1.8718
RL6.Test4	564	40	15933	80	53.2823	94	47	9.4200
RL6.Test160	175	8	2379	16	7.9557	25	9	4.8295
RL6.Test161	425	3	949	6	3.1736	10	18	0.6556
RL6.Test192	10091	38	15127	76	50.5869	68	47	0.2588
RL6.Test122	242	14	4240	28	14.1792	20	9	6.2547
RL6.Test133	170	12	4886	26	16.3395	29	35	9.9481
RL6.Test70	5220	22	8179	44	27.3518	43	35	0.3692
RL6.Test88	157	48	21026	96	70.3140	33	41	33.3254
RL6.Test115	151	51	20939	102	70.0231	56	47	39.1999
RL6.Test103	808	41	25575	82	85.5265	136	56	8.9951
RL6.Test37	1534	36	13139	72	43.9387	61	18	2.7943
RL6.Test118	1567	34	10048	68	33.6020	62	21	2.1176
RL6.Test150	11904	36	11412	72	38.1634	57	12	0.1011
RL6.Test137	296	48	22381	96	74.8453	107	47	25.9871
RL6.Test151	605	44	23689	88	79.2195	119	56	12.1170
RL6.Test11	2135	53	22243	106	74.3838	98	45	1.9816
RL6.Test84	2016	10	3659	20	12.2362	25	35	0.3358
RL6.Test26	1006	6	1749	12	5.8489	10	9	0.4979
RL6.Test101	776	5	1341	10	4.4845	9	0	0.5059
RL6.Test100	8974	17	5589	34	18.6904	7	0	0.0986
RL6.Test114	977	28	28475	56	95.2246	151	56	8.8297
RL6.Test75	399	32	11475	64	38.3741	74	20	8.9661
RL6.Test1	456	1	417	2	1.3945	2	9	0.2856
RL6.Test89	767	43	20287	86	67.8427	105	36	5.5468
RL6.Test23	923	30	12406	60	41.4875	58	44	3.1681
RL6.Test82	113	13	3524	26	11.7848	4	0	11.5469
RL6.Test67	768	46	23023	92	76.9923	117	18	6.0410
RL6.Test167	488	43	22602	86	75.5844	119	27	13.7405
RL6.Test169	542	6	2097	12	7.0127	7	9	1.1881
RL6.Test153	11663	46	21338	92	71.3574	85	56	0.1903
RL6.Test20	206	35	25389	70	84.9045	124	36	33.0598
RL6.Test92	163	37	15985	74	53.4562	133	58	26.4971
RL6.Test99	10850	2	650	4	2.1737	2	0	0.0059
RL6.Test182	394	35	21241	70	71.0330	114	35	17.1172
RL6.Test157	287	3	813	6	2.7188	4	0	0.5939
RL6.Test130	10331	31	11686	62	39.0797	72	44	0.1813
RL6.Test41	1036	19	6233	38	20.8441	12	1	1.4584
RL6.Test159	198	24	8533	48	28.5356	54	15	14.3770
RL6.Test131	2046	6	1790	12	5.9860	18	0	0.1568
RL6.Test163	123	37	12877	74	43.0626	84	47	15.9194
RL6.Test183	1023	41	15878	82	53.0984	86	44	3.7069
RL6.Test78	10657	4	1152	8	3.8525	7	26	0.0102
RL6.Test176	896	46	19166	92	64.0939	78	44	6.3081
RL6.Test80	10334	42	27947	84	93.4589	58	44	0.4611
RL6.Test74	140	32	25035	64	83.7207	119	50	41.8094
RL6.Test143	868	23	7645	46	25.5660	35	18	2.2708
RL6.Test120	272	42	17242	84	57.6598	97	47	19.4469
RL6.Test121	8051	14	4000	28	13.3766	31	9	0.0755
RL6.Test190	187	47	24278	94	81.1892	159	56	22.3457
RL6.Test162	5725	15	4799	30	16.0486	38	24	0.2115
RL6.Test191	284	6	1588	12	5.3105	8	0	1.1959
RL6.Test178	210	4	1072	8	3.5849	2	0	1.6553
RL6.Test31	411	22	29600	44	98.9867	117	53	20.7289
RL6.Test187	496	37	13583	74	45.4235	65	18	7.6147
RL6.Test175	183	2	457	4	1.5283	0	0	0.5380
RL6.Test189	1078	33	27322	66	91.3688	109	53	5.9861
RL6.Test152	579	5	1417	10	4.7387	15	9	0.7267
RL6.Test90	1252	8	3973	16	13.2863	18	35	0.9239
RL6.Test22	2069	31	27765	62	92.8502	103	56	3.3325
RL6.Test17	125	30	27105	60	90.6431	130	56	41.6133
RL6.Test83	146	10	2462	20	8.2333	15	35	4.9851
RL6.Test6	865	39	15702	78	52.5098	77	18	5.3301
RL6.Test29	1033	28	27611	56	92.3352	154	56	6.0898
RL6.Test184	1444	7	2403	14	8.0360	13	35	0.5060
RL6.Test27	1174	33	12350	66	41.3002	68	35	2.4936
RL6.Test12	275	29	29084	58	97.2611	143	53	23.5736
RL6.Test63	2545	36	27594	72	92.2784	89	59	2.8704
RL6.Test128	446	37	16547	74	55.3356	72	47	11.6829
RL6.Test198	739	40	27097	80	90.6163	164	56	9.7284
RL6.Test144	889	41	13683	82	45.7580	75	35	3.2046
RL6.Test125	299	17	5450	34	18.2256	22	35	3.9720
RL6.Test36	78	31	11944	62	39.9425	69	50	47.4309
RL6.Test195	355	51	20269	102	67.7825	37	35	17.0370
RL6.Test112	635	47	19203	94	64.2176	80	47	8.7284
RL6.Test44	277	43	18467	86	61.7563	93	56	22.7897
RL6.Test54	59	21	5668	42	18.9546	33	21	20.2030
RL6.Test170	416	48	20053	96	67.0602	97	51	14.7101
RL6.Test171	107	24	7217	48	24.1347	59	18	21.7289
RL6.Test35	2108	16	5138	32	17.1822	26	15	0.7754
RL6.Test58	832	2	451	4	1.5082	4	9	0.1321
RL6.Test9	965	50	22118	100	73.9658	87	50	7.2505
RL6.Test196	1093	31	27841	62	93.1044	119	57	7.7063
RL6.Test126	8014	50	22392	100	74.8821	63	30	0.7106
RL6.Test60	388	8	2203	16	7.3672	16	26	1.5764
RL6.Test48	3755	33	10160	66	33.9765	9	0	0.5737
RL6.Test105	1826	32	13773	64	46.0589	81	47	2.0114
RL6.Test71	234	36	10780	72	36.0499	68	21	13.8010
RL6.Test113	1496	26	27084	52	90.5729	145	59	4.5958
RL6.Test108	592	24	7805	48	26.1011	32	35	4.0984
RL6.Test46	1243	37	24807	74	82.9582	125	56	6.3797
RL6.Test10	117	30	10544	60	35.2607	82	47	31.5146
RL6.Test97	438	38	24832	76	83.0418	128	56	13.3650
RL6.Test154	804	50	25427	100	85.0316	121	50	9.0334
RL6.Test136	39	18	29253	36	97.8263	150	56	62.2109
RL6.Test55	1713	9	2797	18	9.3536	13	35	0.5152
RL6.Test13	150	47	22631	94	75.6814	103	24	40.0056
RL6.Test87	2150	22	28354	44	94.8199	74	50	3.1903
RL6.Test119	5700	41	20604	82	68.9028	117	36	0.9094
RL6.Test62	1001	42	13250	84	44.3099	19	0	3.2934
RL6.Test45	401	47	20637	96	69.0131	75	18	15.1315
RL6.Test106	4788	28	9368	56	31.3280	40	35	0.5661
RL6.Test38	696	5	1441	10	4.8189	14	9	0.5525
RL6.Test135	109	14	4263	28	14.2561	12	0	14.7091
RL6.Test34	1093	5	1271	10	4.2504	11	9	0.3395
RL6.Test200	2043	33	28055	66	93.8200	147	56	2.5457
RL6.Test138	1967	37	17731	74	59.2951	86	35	2.6652
RL6.Test164	970	34	26695	68	89.2720	134	56	7.9986
