sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL5.Test52	1709	45	14550	90	48.6573	11	9	2.1105
RL5.Test174	12393	43	26555	86	88.8038	123	56	0.2305
RL5.Test144	6752	27	28027	54	93.7264	124	59	1.0774
RL5.Test188	1295	35	19836	70	66.3345	110	44	4.7920
RL5.Test131	933	48	14974	96	50.0752	22	0	3.9054
RL5.Test21	428	2	556	4	1.8593	7	9	0.4096
RL5.Test71	109	1	258	2	0.8628	0	0	0.8802
RL5.Test116	994	44	18751	90	62.7061	80	30	4.7353
RL5.Test117	190	39	17227	78	57.6096	127	58	24.6167
RL5.Test95	90	48	20375	96	68.1370	28	41	62.7741
RL5.Test112	10725	23	8578	48	28.6861	57	21	0.0777
RL5.Test113	383	37	15505	74	51.8510	65	35	8.6605
RL5.Test66	1990	2	407	4	1.3611	0	0	0.0375
RL5.Test101	215	41	25766	82	86.1653	130	56	35.1763
RL5.Test129	310	4	891	8	2.9796	8	9	0.7073
RL5.Test6	143	21	7337	42	24.5360	36	9	17.5972
RL5.Test160	214	5	1088	10	3.6384	7	9	1.1274
RL5.Test134	85	4	1009	8	3.3742	0	0	4.6882
RL5.Test51	6082	42	24836	84	83.0552	117	63	1.0479
RL5.Test72	103	16	5067	34	16.9448	25	9	13.5730
RL5.Test127	57	30	9029	60	30.1943	48	12	19.1541
RL5.Test104	33	3	972	6	3.2505	6	0	10.3846
RL5.Test123	183	6	2068	12	6.9157	16	9	3.6569
RL5.Test119	419	7	2600	14	8.6948	7	0	2.0588
RL5.Test99	83	48	16579	96	55.4426	26	3	61.6495
RL5.Test29	52	22	5984	44	20.0114	35	12	40.0761
RL5.Test108	165	1	325	2	1.0868	0	0	0.6102
RL5.Test196	29	1	235	2	0.7859	0	0	2.5901
RL5.Test79	95	43	20699	86	69.2205	104	47	59.5283
RL5.Test55	145	7	1858	14	6.2134	8	0	4.9373
RL5.Test193	71	17	4412	34	14.7544	27	18	22.5484
RL5.Test181	646	31	10570	62	35.3476	36	35	5.4226
RL5.Test138	202	44	22635	88	75.6947	140	58	28.9803
RL5.Test197	754	9	2100	18	7.0227	12	9	0.7488
RL5.Test159	816	39	21168	78	70.7889	129	59	7.5858
RL5.Test16	843	1	359	2	1.2005	4	0	0.1012
RL5.Test1	708	21	28298	42	94.6326	142	59	11.7027
RL5.Test97	90	22	28529	44	95.4051	151	56	33.3754
RL5.Test78	52	8	3016	16	10.0859	28	9	15.1884
RL5.Test186	407	40	17305	80	57.8704	90	18	13.3910
RL5.Test118	104	45	18488	90	61.8266	114	47	54.3524
RL5.Test28	357	30	10324	60	34.5250	55	9	7.6203
RL5.Test187	751	35	25423	70	85.0182	140	53	9.6082
RL5.Test191	194	43	20694	86	69.2038	145	58	28.3657
RL5.Test165	545	35	15040	70	50.2960	82	53	8.2128
RL5.Test154	77	22	6353	44	21.2454	16	9	31.4089
RL5.Test182	1654	12	3276	24	10.9554	12	0	0.6308
RL5.Test183	315	35	23884	70	79.8716	129	59	23.4432
RL5.Test147	181	27	8324	54	27.8367	50	9	16.6001
RL5.Test177	487	28	13173	56	44.0524	80	44	8.3301
RL5.Test139	1910	42	16174	84	54.0882	25	18	1.9866
RL5.Test158	10438	41	13454	82	44.9921	7	0	0.2210
RL5.Test142	410	18	5117	36	17.1120	34	35	3.9783
RL5.Test143	2672	32	18190	64	60.8300	133	46	1.3547
RL5.Test172	1614	33	11642	66	38.9325	84	20	2.2696
RL5.Test173	1867	12	3413	24	11.4136	16	13	0.5407
RL5.Test50	2151	45	18090	90	60.4956	90	21	1.6168
RL5.Test121	797	9	2527	18	8.4507	13	26	0.9334
RL5.Test109	3411	35	12246	70	40.9524	35	9	0.9315
RL5.Test98	5726	46	17870	92	59.7599	91	33	0.7800
RL5.Test36	2688	7	2014	14	6.7351	9	1	0.1940
RL5.Test3	720	1	207	2	0.6922	2	0	0.0749
RL5.Test27	223	39	17604	78	58.8703	102	30	23.2129
RL5.Test53	103	43	17180	86	57.4524	81	44	48.5629
RL5.Test24	435	42	18281	84	61.1343	83	56	13.4969
RL5.Test114	2272	3	1165	6	3.8959	5	0	0.0999
RL5.Test176	82	31	11968	62	40.0227	71	50	32.0598
RL5.Test146	776	38	24709	76	82.6305	134	56	10.1302
RL5.Test74	181	40	20974	80	70.1401	110	56	30.6276
RL5.Test70	565	38	24302	76	81.2694	120	30	13.4507
RL5.Test133	1258	12	2645	24	8.8453	2	0	0.5410
RL5.Test132	35	8	2150	16	7.1899	17	9	5.0862
RL5.Test106	390	2	441	4	1.4748	2	0	0.3781
RL5.Test198	482	43	17548	86	58.6831	77	47	11.6613
RL5.Test137	117	5	1997	10	6.6783	6	9	4.2612
RL5.Test179	5697	46	21846	92	73.0562	80	50	0.9653
RL5.Test149	102	32	28537	64	95.4319	152	56	58.3858
RL5.Test111	1873	24	7550	48	25.2483	42	0	1.0483
RL5.Test8	1138	16	6277	32	20.9912	51	35	1.6967
RL5.Test23	464	32	26340	64	88.0848	136	58	18.2606
RL5.Test54	1538	11	5069	22	16.9515	20	35	1.0291
RL5.Test57	48	2	457	4	1.5283	0	0	3.9595
RL5.Test86	12343	12	4084	24	13.6575	26	18	0.0578
RL5.Test103	70	40	18316	80	61.2514	89	30	31.4826
RL5.Test73	113	51	23482	102	78.5272	63	0	54.0657
RL5.Test136	75	20	6110	40	20.4327	47	18	25.3602
RL5.Test46	297	34	26679	68	89.2185	111	27	21.1289
RL5.Test107	354	41	17331	82	57.9574	82	27	14.4366
RL5.Test4	760	44	17518	88	58.5828	72	18	5.3590
RL5.Test58	497	39	13096	78	43.7949	47	9	6.2658
RL5.Test128	903	21	28764	42	96.1910	90	56	7.2451
RL5.Test93	1377	11	4731	22	15.8212	21	35	1.0990
RL5.Test151	967	35	14421	70	48.2259	52	45	4.4222
RL5.Test90	75	35	13019	70	43.5374	77	18	56.8930
RL5.Test189	73	39	13423	78	44.8885	79	53	50.6318
