sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL7.Test36	994	39	21178	78	70.8223	94	53	6.2794
RL7.Test11	2867	17	29152	34	97.4885	143	56	2.6876
RL7.Test172	5842	45	21030	90	70.3274	87	36	0.9165
RL7.Test99	86	32	27905	64	93.3184	161	56	64.3877
RL7.Test50	71	11	2881	22	9.6345	20	9	13.0885
RL7.Test195	10618	8	2065	16	6.9057	4	9	0.0319
RL7.Test73	9113	30	12392	60	41.4407	62	9	0.2189
RL7.Test163	2586	37	29012	74	97.0204	123	54	2.3473
RL7.Test57	689	55	19784	110	66.1606	76	59	8.6298
RL7.Test102	109	2	439	4	1.4681	0	0	1.4318
RL7.Test160	1654	47	26215	94	87.6668	69	31	3.7336
RL7.Test151	2167	25	28631	50	95.7462	122	56	3.1818
RL7.Test15	1001	18	6317	36	21.1250	14	9	1.4523
RL7.Test29	281	16	4515	32	15.0988	24	35	5.8493
RL7.Test89	566	35	27280	70	91.2283	151	56	12.5480
RL7.Test58	5679	39	25963	78	86.8241	127	36	1.1491
RL7.Test119	640	39	28050	78	93.8033	123	62	12.4554
RL7.Test122	449	29	9134	58	30.5454	40	35	6.7723
RL7.Test65	103	44	21416	88	71.6182	72	50	53.9318
RL7.Test39	392	3	872	6	2.9161	2	0	0.7645
RL7.Test96	544	34	24728	68	82.6940	127	44	13.0480
RL7.Test165	1008	35	10027	70	33.5318	46	9	2.3680
RL7.Test46	8762	31	11902	62	39.8020	51	18	0.2186
RL7.Test79	591	36	13828	72	46.2429	89	44	7.6634
RL7.Test187	9075	43	21859	86	73.0997	118	56	0.3949
RL7.Test10	2227	12	29709	24	99.3512	143	53	3.0482
RL7.Test62	1492	31	11806	62	39.4810	65	21	2.3124
RL7.Test101	5229	41	19898	82	66.5418	84	56	0.8981
RL7.Test152	8658	25	29016	50	97.0337	139	27	0.5388
RL7.Test51	1537	45	16985	90	56.8003	90	47	2.9156
RL7.Test189	315	2	494	4	1.6520	3	9	0.4739
RL7.Test179	724	41	19823	82	66.2910	110	33	6.8492
RL7.Test12	879	43	18144	86	60.6762	97	44	6.0723
RL7.Test83	452	45	23849	90	79.7545	104	56	12.6894
RL7.Test60	26	4	923	8	3.0866	5	9	15.2486
RL7.Test121	262	44	27467	88	91.8537	90	56	24.5417
RL7.Test23	2602	48	24040	96	80.3933	89	53	2.9234
RL7.Test166	11881	48	22322	96	74.6480	129	56	0.1975
RL7.Test147	698	36	26787	72	89.5796	123	28	11.5913
RL7.Test177	13417	3	686	6	2.2941	2	9	0.0058
RL7.Test164	2839	41	17043	82	56.9943	63	24	1.2157
RL7.Test5	163	53	24644	106	82.4131	54	35	45.0879
RL7.Test20	2196	39	26123	78	87.3591	123	56	3.7737
RL7.Test63	266	2	655	4	2.1904	2	0	0.8283
RL7.Test98	894	38	16202	76	54.1819	60	54	5.3955
RL7.Test80	1863	10	2894	20	9.6780	21	9	0.2712
RL7.Test41	1077	40	25337	80	84.7306	138	47	6.3644
RL7.Test185	1464	21	7278	42	24.3387	21	35	1.1332
RL7.Test140	747	45	22489	90	75.2065	60	53	9.9683
RL7.Test170	1678	34	28636	68	95.7630	121	53	4.1261
RL7.Test118	255	38	15283	78	51.1086	102	30	16.8654
RL7.Test143	163	25	28829	50	96.4084	116	62	40.0560
RL7.Test56	9548	30	11893	60	39.7719	49	35	0.2001
RL7.Test173	181	17	6396	34	21.3892	41	46	7.3704
RL7.Test183	1160	35	27369	70	91.5259	145	56	7.4177
RL7.Test32	867	6	1933	12	6.4642	4	0	0.6594
RL7.Test180	688	35	26736	70	89.4091	125	56	11.0856
RL7.Test75	530	29	25928	58	86.7070	125	27	11.3643
RL7.Test116	418	10	2852	20	9.5375	22	9	2.1268
RL7.Test4	144	36	26706	72	89.3088	132	47	49.3236
RL7.Test131	1794	28	27305	56	91.3119	110	59	3.8919
RL7.Test22	143	41	26671	82	89.1917	135	56	40.3376
RL7.Test114	1059	37	16054	74	53.6869	79	53	3.9874
RL7.Test175	5834	39	27586	78	92.2516	95	33	1.1997
RL7.Test82	815	3	774	6	2.5884	5	0	0.2634
RL7.Test145	389	36	14534	72	48.6038	76	47	10.6211
RL7.Test13	10277	47	19989	94	66.8461	58	44	0.3305
RL7.Test97	68	37	25864	74	86.4930	144	56	73.6518
RL7.Test192	901	48	21560	96	72.0998	102	44	5.4050
RL7.Test94	1770	48	19581	96	65.4817	27	9	2.7571
RL7.Test69	767	38	18847	76	63.0271	114	21	6.7560
RL7.Test184	2170	35	11851	70	39.6315	51	12	1.0609
RL7.Test44	11760	14	4603	28	15.3931	26	0	0.0409
RL7.Test85	1352	32	13997	64	46.8080	87	47	3.0388
RL7.Test25	2582	1	219	2	0.7324	0	0	0.0173
RL7.Test47	818	9	3564	18	11.9185	20	9	1.3198
RL7.Test178	848	19	28847	38	96.4686	150	56	9.4845
RL7.Test148	1096	46	20654	92	69.0700	88	44	5.4006
RL7.Test113	124	31	10236	62	34.2307	59	18	24.7700
RL7.Test72	8192	17	28979	34	96.9100	123	36	0.5437
RL7.Test186	5839	37	24622	74	82.3396	140	56	1.0524
RL7.Test9	1812	38	16666	76	55.7335	97	53	2.5842
RL7.Test110	734	45	17234	90	57.6330	82	56	5.8251
RL7.Test35	329	10	2784	20	9.3101	17	0	2.6383
RL7.Test146	16502	48	20139	96	67.3478	54	27	0.2353
RL7.Test176	2149	30	28283	60	94.5825	106	53	3.6422
RL7.Test70	470	30	9521	60	31.8396	31	9	6.7506
RL7.Test188	890	36	16886	72	56.4693	80	50	6.0765
RL7.Test169	108	3	804	6	2.6887	0	27	2.4429
RL7.Test91	1500	37	15753	74	52.6803	75	44	3.2207
RL7.Test48	1653	32	26344	64	88.0982	115	53	4.8795
RL7.Test19	135	41	20362	82	68.0935	108	30	45.1010
RL7.Test167	9175	1	208	2	0.6956	0	0	0.0037
RL7.Test115	11457	39	25660	78	85.8108	136	56	0.2296
RL7.Test174	7786	34	27487	68	91.9205	158	56	0.5250
RL7.Test144	5731	23	28566	46	95.5289	157	63	1.2458
RL7.Test66	348	44	24859	88	83.1321	115	56	23.8844
RL7.Test8	239	20	7362	40	24.6196	37	35	10.9658
RL7.Test77	397	43	24111	86	80.6307	115	18	11.2504
RL7.Test106	1005	43	19533	86	65.3212	102	53	4.5307
RL7.Test2	2205	29	27085	58	90.5762	141	56	3.2976
RL7.Test128	11599	35	14978	70	50.0886	89	9	0.1335
RL7.Test42	569	43	19885	86	66.4983	55	44	10.0150
RL7.Test155	1741	37	15476	74	51.7540	64	18	2.6262
RL7.Test104	369	24	6787	48	22.6967	20	9	4.4138
RL7.Test95	2494	21	29621	42	99.0570	121	56	3.2943
RL7.Test53	4445	39	26126	78	87.3692	80	56	1.5765
RL7.Test3	380	30	28158	60	94.1645	122	56	20.4499
RL7.Test40	723	45	21886	90	73.1900	91	20	8.0984
RL7.Test81	8040	38	26919	76	90.0211	110	62	0.8951
RL7.Test21	506	10	3172	20	10.6076	14	35	1.8202
RL7.Test124	6131	40	25655	80	85.7941	114	53	1.0025
RL7.Test199	357	3	995	6	3.3274	4	9	0.8559
RL7.Test16	602	34	26182	68	87.5564	137	30	12.4206
RL7.Test78	3068	43	21103	86	70.5715	82	53	1.5005
RL7.Test31	359	27	28113	54	94.0140	158	53	23.1808
RL7.Test150	558	21	8286	42	27.7096	58	44	4.7133
RL7.Test161	1361	44	25190	88	84.2390	40	26	4.7870
RL7.Test197	930	25	27523	50	92.0409	105	59	8.9922
RL7.Test126	604	44	17534	88	58.6363	91	46	9.9799
RL7.Test153	283	34	12451	68	41.6380	60	35	14.0410
RL7.Test108	232	29	28201	58	94.3083	128	53	29.0340
RL7.Test71	140	39	17592	78	58.8302	77	47	26.8844
RL7.Test38	1597	28	28745	56	96.1275	168	56	5.4095
RL7.Test123	585	45	22834	90	76.3602	122	18	11.8040
RL7.Test156	235	42	23323	84	77.9955	122	30	27.6016
RL7.Test120	343	50	21459	100	71.7620	47	9	13.7229
RL7.Test28	2430	21	28287	42	94.5959	133	59	3.6217
RL7.Test88	1911	4	1107	8	3.7020	2	0	0.1806
RL7.Test90	364	45	22174	90	74.1531	122	56	17.2081
RL7.Test59	1597	41	19113	82	63.9167	107	56	3.1730
RL7.Test154	97	2	457	4	1.5283	0	0	0.7503
RL7.Test105	489	37	16768	74	56.0746	69	18	10.5393
RL7.Test92	427	34	27386	68	91.5828	86	53	19.4917
RL7.Test87	8063	23	29220	46	97.7159	125	56	0.5519
RL7.Test24	1346	19	7460	38	24.9473	36	35	1.3908
RL7.Test139	11680	7	1922	14	6.4274	9	9	0.0171
RL7.Test7	266	51	23749	102	79.4201	124	53	29.8236
RL7.Test27	8614	16	4372	32	14.6206	26	9	0.0813
RL7.Test125	460	23	28730	46	96.0773	142	56	17.2672
RL7.Test84	119	44	23386	88	78.2062	108	56	31.8175
RL7.Test45	1658	52	19532	104	65.3179	48	41	3.0561
RL7.Test103	357	43	24282	86	81.2026	107	24	17.7053
RL7.Test158	938	37	24902	74	83.2759	102	44	8.2739
RL7.Test34	180	41	16669	82	55.7436	91	18	25.3651
RL7.Test162	1551	51	21046	104	70.3809	96	33	3.2258
RL7.Test100	5878	40	18533	80	61.9771	72	56	0.7994
RL7.Test137	1456	48	22616	96	75.6312	128	56	4.7240
