sample	fragment_num	mapped_fragment_num	mapped_ref_bases	BreakPoint	cov	snp	indel	signal_ratio
RL11.Test157	1212	44	24885	88	83.2191	115	56	6.6816
RL11.Test79	1764	39	17688	78	59.1513	80	44	3.0016
RL11.Test115	261	44	17960	88	60.0609	82	18	21.6190
RL11.Test77	678	40	17132	80	57.2919	84	21	8.5041
RL11.Test187	1006	48	20442	96	68.3610	57	0	4.9335
RL11.Test149	13086	2	680	4	2.2740	0	0	0.0058
RL11.Test104	408	1	252	2	0.8427	2	0	0.1896
RL11.Test42	3455	35	12002	70	40.1364	12	0	0.6725
RL11.Test37	413	30	27284	60	91.2417	141	56	16.8142
RL11.Test39	908	28	26948	60	90.1180	127	57	6.8632
RL11.Test134	2757	9	29808	18	99.6823	149	53	2.9052
RL11.Test62	9791	39	15275	78	51.0818	70	35	0.2647
RL11.Test141	666	31	26289	62	87.9143	135	56	12.2990
RL11.Test167	548	7	29653	14	99.1640	156	56	15.5516
RL11.Test151	1445	34	27001	68	90.2953	129	30	4.7071
RL11.Test91	2330	38	27002	76	90.2986	109	53	3.1019
RL11.Test1	450	28	28112	56	94.0106	141	56	18.8308
RL11.Test116	407	47	22021	94	73.6414	95	50	15.3923
RL11.Test175	1886	3	29858	6	99.8495	156	56	3.6237
RL11.Test159	476	30	28825	60	96.3950	134	56	16.3026
RL11.Test195	2120	35	28183	70	94.2481	69	18	2.9041
RL11.Test71	3580	36	14578	72	48.7510	67	44	1.1587
RL11.Test132	817	35	27819	70	93.0308	132	56	6.4800
RL11.Test102	923	24	6536	48	21.8573	39	9	1.8937
RL11.Test8	2714	52	17358	104	58.0477	27	0	1.5145
RL11.Test189	278	32	27928	66	93.3953	148	56	29.1802
RL11.Test63	1655	46	24129	92	80.6909	113	56	4.1710
RL11.Test31	8378	17	29185	34	97.5989	155	56	0.5420
RL11.Test60	1069	38	26153	76	87.4595	128	47	7.3781
RL11.Test161	1120	45	21315	90	71.2805	91	18	4.4079
RL11.Test147	8626	7	29863	14	99.8662	128	56	0.8574
RL11.Test181	404	41	25839	82	86.4094	149	58	16.9640
RL11.Test169	22012	41	26356	82	88.1383	96	59	0.1524
RL11.Test124	6500	19	29360	38	98.1841	159	62	1.1559
RL11.Test40	12308	48	20620	98	68.9563	110	56	0.1811
RL11.Test43	2819	40	23554	80	78.7680	106	56	1.7063
