sample	round	prj	nCtg	cov	signal	annotatedRatio
rand.49	1	LA_SARS2_2024	2541	99.7558773367221	2.35313606853519	0.0715485891438624
rand.81	1	LA_SARS2_2024	122	99.8461692806742	48.1782095139741	0
rand.89	1	LA_SARS2_2024	3155	100	2.15743033365321	0
rand.9	1	LA_SARS2_2024	2095	99.7625656288667	2.50655795280963	0
rand.37	1	LA_SARS2_2024	180	99.866234157108	35.9440071254905	0
rand.54	1	LA_SARS2_2024	227	99.6522088084808	26.9876921126276	0
rand.83	1	LA_SARS2_2024	921	99.6087349095409	9.45242213160275	0.0733065706170763
rand.69	1	LA_SARS2_2024	2018	97.7560779854864	4.1423874844122	0
rand.8	1	LA_SARS2_2024	102	29.4585827508946	14.0027658999507	0
rand.73	1	LA_SARS2_2024	575	99.4716249205765	9.31289058097158	0
rand.75	1	LA_SARS2_2024	158	99.6722736849146	37.692541163973	0
rand.47	1	LA_SARS2_2024	16	99.7458448985052	88.4470539394479	0
rand.29	1	LA_SARS2_2024	1372	99.7157475838545	6.34439030617673	15.4941594502011
rand.38	1	LA_SARS2_2024	13	97.9801357723305	86.9561346233751	0
rand.58	1	LA_SARS2_2024	17	99.7592214827944	65.924861878453	0
rand.76	1	LA_SARS2_2024	1295	99.7625656288667	6.93472312945886	0
rand.36	1	LA_SARS2_2024	32	99.6287997859746	76.4681724845996	0
rand.30	1	LA_SARS2_2024	25	99.187372504431	83.4130153551943	0
rand.16	1	LA_SARS2_2024	938	100	8.05020767622927	0
rand.23	1	LA_SARS2_2024	62	99.8261044042404	57.5185941654784	0
rand.92	1	LA_SARS2_2024	24	99.832792696385	83.69921776432	0
rand.32	1	LA_SARS2_2024	881	100	8.19622724221543	0
rand.65	1	LA_SARS2_2024	11	99.7926629435174	60.9261111905102	0
rand.35	1	LA_SARS2_2024	25	99.7090592917099	81.7772901810203	0
rand.68	1	LA_SARS2_2024	268	99.6923385613484	26.2460051240062	0
rand.46	1	LA_SARS2_2024	25	99.7625656288667	81.4681304276585	0
rand.98	1	LA_SARS2_2024	3311	99.588670033107	1.92923003768412	0.574622915858232
rand.14	1	LA_SARS2_2024	2325	99.7491890445775	2.64972199594387	0
rand.61	1	LA_SARS2_2024	186	99.6889944152761	26.9573710007054	0
rand.88	1	LA_SARS2_2024	16	98.7726983914657	90.8604300612176	0
rand.3	1	LA_SARS2_2024	291	99.8929873256864	21.3467970156933	0
rand.40	1	LA_SARS2_2024	2316	98.3948098852958	3.34013704290651	0
rand.91	1	LA_SARS2_2024	761	99.7692539210113	10.8691216974396	0
rand.6	1	LA_SARS2_2024	1186	99.799351235662	4.43047934630276	0
rand.84	1	LA_SARS2_2024	59	100	64.7037189278065	0
rand.74	1	LA_SARS2_2024	108	99.6254556399024	48.8665441900138	0
rand.17	1	LA_SARS2_2024	2367	99.0903922683343	1.63187956110916	0
rand.85	1	LA_SARS2_2024	2425	99.5953583252517	3.22035456123183	0
rand.28	1	LA_SARS2_2024	1352	99.6154232016854	4.73662200045477	5.61118293111481
rand.64	1	LA_SARS2_2024	171	99.7391566063606	40.8103226512684	0
rand.1	1	LA_SARS2_2024	24	99.7625656288667	79.0649598473404	0
rand.7	1	LA_SARS2_2024	3052	99.6789619770592	2.04392585720154	0
rand.72	1	LA_SARS2_2024	116	52.8007223355516	40.5907758753663	0
rand.15	1	LA_SARS2_2024	246	99.4749690666488	26.2539606887847	0.625766762870584
rand.33	1	LA_SARS2_2024	2214	99.3980537069859	2.75528800606621	0.0903813816207838
rand.62	1	LA_SARS2_2024	30	98.6790623014413	85.8489468171768	0
rand.44	1	LA_SARS2_2024	1110	99.5686051566732	4.78494735979352	0
rand.27	1	LA_SARS2_2024	1888	99.6588971006254	3.84149839190992	0
rand.56	1	LA_SARS2_2024	149	96.4853024780122	38.6989470860439	0
rand.66	1	LA_SARS2_2024	4414	99.4716249205765	1.59212229982856	2.49809849908551
rand.22	1	LA_SARS2_2024	61	99.6087349095409	40.1753439438899	8.71189641219315
rand.100	1	LA_SARS2_2024	1594	99.6388322241916	5.27643040938158	0
rand.45	1	LA_SARS2_2024	53	99.765909774939	64.4076944666336	0
rand.99	1	LA_SARS2_2024	826	100	9.69412725628551	0.513407254470435
rand.94	1	LA_SARS2_2024	620	99.6087349095409	13.4269151362706	0
rand.48	1	LA_SARS2_2024	11905	98.5887703574892	0.261098247548169	0.253641081087209
rand.26	1	LA_SARS2_2024	11078	45.7311975387085	0.123642609838263	0.0237068316633218
rand.72	2	LA_SARS2_2024	114	52.8007223355516	41.2892259414226	0
rand.84	2	LA_SARS2_2024	50	100	68.5271744111447	0
rand.90	2	LA_SARS2_2024	39	96.8364378156038	90.0740325992286	0
rand.75	2	LA_SARS2_2024	72	99.6722736849146	54.2441670003276	0
rand.16	2	LA_SARS2_2024	63	100	59.7916749810432	0
rand.88	2	LA_SARS2_2024	12	98.7726983914657	95.6259915174669	0
rand.18	2	LA_SARS2_2024	341	99.7558773367221	23.9852695227068	0.192975685063682
rand.30	2	LA_SARS2_2024	10	99.187372504431	94.3864562118126	0
rand.85	2	LA_SARS2_2024	918	99.5953583252517	7.14992221560681	0
rand.79	2	LA_SARS2_2024	36	99.7960070895897	77.4694322577296	0
rand.54	2	LA_SARS2_2024	15	99.6522088084808	85.1594650205761	0
rand.82	2	LA_SARS2_2024	22	99.5686051566732	76.8281983795221	0
rand.48	2	LA_SARS2_2024	1681	98.5887703574892	1.51368042402152	1.47044854867719
rand.76	2	LA_SARS2_2024	17	99.7625656288667	82.5936487721144	0
rand.6	2	LA_SARS2_2024	27	99.799351235662	46.4381302128719	0
rand.26	2	LA_SARS2_2024	417	45.7311975387085	1.00540603331846	0.19277328112329
rand.71	2	LA_SARS2_2024	99	99.7926629435174	49.4465617232809	5.83098591549296
rand.25	2	LA_SARS2_2024	14	99.6455205163361	84.9788957335159	0
rand.97	2	LA_SARS2_2024	31	94.9369628465371	92.2649419870649	0
rand.80	2	LA_SARS2_2024	16	99.6154232016854	85.7578810997553	0.748524542968188
rand.100	2	LA_SARS2_2024	217	99.6388322241916	27.5547951539813	0
rand.65	2	LA_SARS2_2024	3	99.7926629435174	95.8746987951807	0
rand.62	2	LA_SARS2_2024	23	98.6790623014413	91.0347380761399	0
rand.73	2	LA_SARS2_2024	30	99.4716249205765	73.0332940483206	0
rand.20	2	LA_SARS2_2024	20	99.5184429655887	87.2928338857763	0
rand.51	2	LA_SARS2_2024	831	99.7558773367221	6.43611994528327	0.0897561480803835
rand.81	2	LA_SARS2_2024	84	99.8461692806742	58.102243758149	0
rand.9	2	LA_SARS2_2024	125	99.7625656288667	39.6823496548146	0
rand.27	2	LA_SARS2_2024	99	99.6588971006254	48.9230718718193	0
rand.61	2	LA_SARS2_2024	112	99.6889944152761	49.9447106524143	0
rand.96	2	LA_SARS2_2024	31	37.6985586730428	97.8049626930418	0
rand.47	2	LA_SARS2_2024	10	99.7458448985052	92.959546219535	0
rand.46	2	LA_SARS2_2024	4	99.7625656288667	97.4487962630255	0
rand.95	2	LA_SARS2_2024	26	99.8628900110357	62.2877643819615	7.11276125318093
rand.15	2	LA_SARS2_2024	68	99.4749690666488	58.7389664501096	1.40005134179815
rand.28	2	LA_SARS2_2024	120	99.6154232016854	20.0868533203863	23.7956519393645
rand.10	2	LA_SARS2_2024	226	99.6087349095409	25.6069463548831	0
rand.69	2	LA_SARS2_2024	261	97.7560779854864	26.6591275957356	0
rand.83	2	LA_SARS2_2024	41	99.6087349095409	71.439535664604	0.554036552021874
rand.11	2	LA_SARS2_2024	2184	99.8060395278066	2.85582508896644	0.0598053503301734
rand.39	2	LA_SARS2_2024	105	99.7257800220714	49.7871345810308	0
rand.63	2	LA_SARS2_2024	104	25.7532689027857	25.1847733664726	0
rand.31	2	LA_SARS2_2024	54	98.5854262114169	68.5645176295469	0
rand.94	2	LA_SARS2_2024	77	99.6087349095409	57.025252235177	0
rand.14	2	LA_SARS2_2024	11	99.7491890445775	89.1505768426086	0
rand.77	2	LA_SARS2_2024	161	99.765909774939	39.3123986980642	0
rand.37	2	LA_SARS2_2024	164	99.866234157108	37.8036584593962	0
rand.34	2	LA_SARS2_2024	11	99.6087349095409	91.5675243628762	0
rand.92	2	LA_SARS2_2024	22	99.832792696385	85.0415907019143	0
rand.23	2	LA_SARS2_2024	12	99.8261044042404	88.7234358745727	0
rand.74	2	LA_SARS2_2024	36	99.6254556399024	73.1372597157096	0
rand.40	2	LA_SARS2_2024	267	98.3948098852958	19.4731791257156	0
rand.66	2	LA_SARS2_2024	2096	99.4716249205765	2.80568740048747	4.40222681688185
rand.91	2	LA_SARS2_2024	147	99.7692539210113	40.0892245259947	0
rand.58	2	LA_SARS2_2024	2	99.7592214827944	100	0
rand.52	2	LA_SARS2_2024	255	98.7058154700197	2.5422013520625	0
rand.89	2	LA_SARS2_2024	111	100	37.8664680184844	0
rand.1	2	LA_SARS2_2024	3	99.7625656288667	99.1359829855111	0
rand.36	2	LA_SARS2_2024	18	99.6287997859746	85.5624802550332	0
rand.8	2	LA_SARS2_2024	86	29.4585827508946	15.0722901873556	0
rand.3	2	LA_SARS2_2024	176	99.8929873256864	35.4829896417371	0
rand.57	2	LA_SARS2_2024	117	99.5619168645286	29.9116875810033	5.13498035827314
rand.38	2	LA_SARS2_2024	8	97.9801357723305	100	0
rand.70	2	LA_SARS2_2024	31	99.7893187974451	80.5659052864626	0
rand.5	2	LA_SARS2_2024	16	99.4080861452028	90.1252160203741	0
rand.68	2	LA_SARS2_2024	259	99.6923385613484	26.9914709450772	0
rand.2	2	LA_SARS2_2024	76	99.8963314717587	60.2877959191911	0
rand.53	2	LA_SARS2_2024	40	100	75.9495277749568	0
rand.56	2	LA_SARS2_2024	55	96.4853024780122	74.6996685998343	0
rand.42	2	LA_SARS2_2024	21	97.8564023676554	90.376181357712	0
rand.78	2	LA_SARS2_2024	11	99.7625656288667	89.534499834929	0
rand.55	2	LA_SARS2_2024	180	99.6956827074207	34.6534308198398	3.23030605958456
rand.44	2	LA_SARS2_2024	44	99.5686051566732	40.8613070567892	0
rand.49	2	LA_SARS2_2024	412	99.7558773367221	16.3975879109704	0.498579022301379
rand.99	2	LA_SARS2_2024	75	100	54.6213269536315	2.89278083167449
rand.60	2	LA_SARS2_2024	2062	99.765909774939	0.622567784824814	0.0408603802060465
rand.45	2	LA_SARS2_2024	31	99.765909774939	73.2727496008842	0
rand.12	2	LA_SARS2_2024	140	99.632143932047	32.7086489691061	0
rand.87	2	LA_SARS2_2024	49	100	66.6370462522771	4.42528990980584
rand.41	2	LA_SARS2_2024	104	73.7384208942247	60.1374570446735	0
rand.24	2	LA_SARS2_2024	9	99.4448717519981	95.9753421120578	0
rand.43	2	LA_SARS2_2024	16	99.4850015048657	87.918550698939	0
rand.67	2	LA_SARS2_2024	533	99.7358124602883	11.3902924338424	1.95808842906083
rand.64	2	LA_SARS2_2024	160	99.7391566063606	42.3199716211423	0
rand.33	2	LA_SARS2_2024	25	99.3980537069859	81.933456460016	2.68765333406842
rand.35	2	LA_SARS2_2024	16	99.7090592917099	87.3191589058748	0
rand.22	2	LA_SARS2_2024	9	99.6087349095409	75.4438844000912	16.3597679896659
rand.50	2	LA_SARS2_2024	8	99.7826305053005	94.3941790572604	0
rand.98	2	LA_SARS2_2024	1191	99.588670033107	3.77702609293412	1.12499064621644
rand.59	2	LA_SARS2_2024	230	99.5953583252517	27.8753275926619	0.5147884687383
rand.17	2	LA_SARS2_2024	27	99.0903922683343	78.0708225746957	0
rand.93	2	LA_SARS2_2024	102	96.749490017724	47.9339253761018	0
rand.13	2	LA_SARS2_2024	112	99.5719493027455	44.4562231247014	0
rand.32	2	LA_SARS2_2024	60	100	52.6098273011853	0
rand.19	2	LA_SARS2_2024	24	99.4983780891549	89.2304462571977	0
rand.21	2	LA_SARS2_2024	106	99.7625656288667	48.7188280828965	0
rand.29	2	LA_SARS2_2024	754	99.7157475838545	11.028916785643	26.9346283871254
rand.7	2	LA_SARS2_2024	230	99.6789619770592	13.0785229127543	0
rand.85	3	LA_SARS2_2024	1	99.5953583252517	100	0
rand.59	3	LA_SARS2_2024	1	99.5953583252517	100	0
rand.9	3	LA_SARS2_2024	2	99.7625656288667	100	0
rand.21	3	LA_SARS2_2024	1	99.7625656288667	100	0
rand.69	3	LA_SARS2_2024	25	97.7560779854864	100	0
rand.1	3	LA_SARS2_2024	2	99.7625656288667	100	0
rand.97	3	LA_SARS2_2024	24	94.9369628465371	100	0
rand.72	3	LA_SARS2_2024	38	52.8007223355516	100	0
rand.96	3	LA_SARS2_2024	30	37.6985586730428	100	0
rand.68	3	LA_SARS2_2024	1	99.6923385613484	100	0
rand.38	3	LA_SARS2_2024	8	97.9801357723305	100	0
rand.18	3	LA_SARS2_2024	1	99.7558773367221	100	0
rand.76	3	LA_SARS2_2024	2	99.7625656288667	100	0
rand.94	3	LA_SARS2_2024	1	99.6087349095409	100	0
rand.73	3	LA_SARS2_2024	5	99.4716249205765	100	0
rand.93	3	LA_SARS2_2024	8	96.749490017724	100	0
rand.14	3	LA_SARS2_2024	2	99.7491890445775	100	0
rand.13	3	LA_SARS2_2024	1	99.5719493027455	100	0
rand.2	3	LA_SARS2_2024	2	99.8963314717587	100	0
rand.7	3	LA_SARS2_2024	3	99.6789619770592	100	0
rand.47	3	LA_SARS2_2024	2	99.7458448985052	100	0
rand.58	3	LA_SARS2_2024	2	99.7592214827944	100	0
rand.23	3	LA_SARS2_2024	1	99.8261044042404	100	0
rand.50	3	LA_SARS2_2024	1	99.7826305053005	100	0
rand.36	3	LA_SARS2_2024	1	99.6287997859746	100	0
rand.17	3	LA_SARS2_2024	19	99.0903922683343	100	0
rand.81	3	LA_SARS2_2024	2	99.8461692806742	100	0
rand.87	3	LA_SARS2_2024	5	100	100	0
rand.30	3	LA_SARS2_2024	6	99.187372504431	100	0
rand.22	3	LA_SARS2_2024	1	99.6087349095409	100	0
rand.45	3	LA_SARS2_2024	2	99.765909774939	100	0
rand.53	3	LA_SARS2_2024	7	100	100	0
rand.98	3	LA_SARS2_2024	9	99.588670033107	95.5927198022662	1.01145085003619
rand.65	3	LA_SARS2_2024	1	99.7926629435174	100	0
rand.64	3	LA_SARS2_2024	1	99.7391566063606	100	0
rand.61	3	LA_SARS2_2024	2	99.6889944152761	100	0
rand.51	3	LA_SARS2_2024	8	99.7558773367221	100	0
rand.92	3	LA_SARS2_2024	2	99.832792696385	100	0
rand.56	3	LA_SARS2_2024	21	96.4853024780122	99.3013250731372	0
rand.15	3	LA_SARS2_2024	1	99.4749690666488	100	0
rand.63	3	LA_SARS2_2024	27	25.7532689027857	100	0
rand.5	3	LA_SARS2_2024	6	99.4080861452028	100	0
rand.88	3	LA_SARS2_2024	6	98.7726983914657	100	0
rand.79	3	LA_SARS2_2024	1	99.7960070895897	100	0
rand.60	3	LA_SARS2_2024	4	99.765909774939	96.2727507422228	0.229560380193381
rand.10	3	LA_SARS2_2024	1	99.6087349095409	100	0
rand.66	3	LA_SARS2_2024	44	99.4716249205765	64.2523869183912	21.8328210077963
rand.32	3	LA_SARS2_2024	7	100	100	0
rand.12	3	LA_SARS2_2024	1	99.632143932047	100	0
rand.39	3	LA_SARS2_2024	1	99.7257800220714	100	0
rand.57	3	LA_SARS2_2024	8	99.5619168645286	93.6727181197496	0.927062973080287
rand.78	3	LA_SARS2_2024	1	99.7625656288667	100	0
rand.70	3	LA_SARS2_2024	2	99.7893187974451	100	0
rand.35	3	LA_SARS2_2024	1	99.7090592917099	100	0
rand.71	3	LA_SARS2_2024	8	99.7926629435174	95.6350350927795	0.460440992461297
rand.26	3	LA_SARS2_2024	40	45.7311975387085	94.1156228492774	0.946728654917755
rand.54	3	LA_SARS2_2024	1	99.6522088084808	100	0
rand.91	3	LA_SARS2_2024	2	99.7692539210113	100	0
rand.55	3	LA_SARS2_2024	3	99.6956827074207	97.8533447121381	0.183043019390882
rand.77	3	LA_SARS2_2024	2	99.765909774939	100	0
rand.8	3	LA_SARS2_2024	23	29.4585827508946	100	0
rand.90	3	LA_SARS2_2024	27	96.8364378156038	100	0
rand.27	3	LA_SARS2_2024	1	99.6588971006254	100	0
rand.25	3	LA_SARS2_2024	1	99.6455205163361	100	0
rand.95	3	LA_SARS2_2024	4	99.8628900110357	98.0206794682422	0.202857748656351
rand.100	3	LA_SARS2_2024	1	99.6388322241916	100	0
rand.40	3	LA_SARS2_2024	7	98.3948098852958	100	0
rand.48	3	LA_SARS2_2024	31	98.5887703574892	79.7085383658682	9.99874689848419
rand.52	3	LA_SARS2_2024	9	98.7058154700197	100	0
rand.83	3	LA_SARS2_2024	1	99.6087349095409	100	0
rand.28	3	LA_SARS2_2024	1	99.6154232016854	100	0
rand.43	3	LA_SARS2_2024	1	99.4850015048657	100	0
rand.29	3	LA_SARS2_2024	171	99.7157475838545	38.6233517266392	43.5459124106276
rand.24	3	LA_SARS2_2024	4	99.4448717519981	100	0
rand.75	3	LA_SARS2_2024	2	99.6722736849146	100	0
rand.31	3	LA_SARS2_2024	5	98.5854262114169	100	0
rand.80	3	LA_SARS2_2024	1	99.6154232016854	100	0
rand.6	3	LA_SARS2_2024	2	99.799351235662	100	0
rand.82	3	LA_SARS2_2024	1	99.5686051566732	100	0
rand.33	3	LA_SARS2_2024	6	99.3980537069859	96.8238973223011	0.100876282192861
rand.44	3	LA_SARS2_2024	1	99.5686051566732	100	0
rand.84	3	LA_SARS2_2024	2	100	100	0
rand.3	3	LA_SARS2_2024	1	99.8929873256864	100	0
rand.34	3	LA_SARS2_2024	1	99.6087349095409	100	0
rand.20	3	LA_SARS2_2024	3	99.5184429655887	100	0
rand.46	3	LA_SARS2_2024	2	99.7625656288667	100	0
rand.74	3	LA_SARS2_2024	2	99.6254556399024	100	0
rand.67	3	LA_SARS2_2024	8	99.7358124602883	95.7893046410792	0.617671457331322
rand.62	3	LA_SARS2_2024	12	98.6790623014413	100	0
rand.37	3	LA_SARS2_2024	2	99.866234157108	100	0
rand.99	3	LA_SARS2_2024	6	100	98.1073279538149	0.0951955203110911
rand.89	3	LA_SARS2_2024	4	100	100	0
rand.42	3	LA_SARS2_2024	11	97.8564023676554	100	0
rand.41	3	LA_SARS2_2024	49	73.7384208942247	100	0
rand.16	3	LA_SARS2_2024	3	100	100	0
rand.11	3	LA_SARS2_2024	3	99.8060395278066	99.2979771093958	0.0143998787865974
rand.19	3	LA_SARS2_2024	10	99.4983780891549	100	0
rand.49	3	LA_SARS2_2024	2	99.7558773367221	99.2414664981037	0.0223831176178528
rand.26	1	Admed_SARS2_2020	3628	100	1.52705568607531	0.447926852498571
rand.30	1	Admed_SARS2_2020	5007	99.6889944152761	1.19485806200516	0.355290904448632
rand.75	1	Admed_SARS2_2020	10354	99.6889944152761	0.452931443409399	0.0506566062504843
rand.31	1	Admed_SARS2_2020	18086	99.6889944152761	0.308455818024105	5.24904677218732
rand.84	1	Admed_SARS2_2020	110	100	46.3429349339439	9.70421707249157
rand.39	1	Admed_SARS2_2020	10707	100	0.434912906182263	0.0954452797118146
rand.17	1	Admed_SARS2_2020	10782	57.1313914991807	0.248106669021289	0.11904298559866
rand.96	1	Admed_SARS2_2020	3564	100	1.52095465277411	0.0654769403321697
rand.62	1	Admed_SARS2_2020	3125	99.866234157108	1.68897002973216	0.365473138403015
rand.6	1	Admed_SARS2_2020	641	100	9.86168285855426	14.9804050716285
rand.2	1	Admed_SARS2_2020	85	99.9966558539277	50.2689798937529	3.47992737542869
rand.43	1	Admed_SARS2_2020	16825	100	0.277935487033205	1.38962173667163
rand.32	1	Admed_SARS2_2020	100	99.866234157108	46.0209585452304	3.85729696409308
rand.77	1	Admed_SARS2_2020	40	100	66.5634400990975	7.52742877366838
rand.78	1	Admed_SARS2_2020	3198	100	1.67403725572087	0.0922833807946854
rand.87	1	Admed_SARS2_2020	3838	99.9632143932047	1.44301022011554	2.47042847632854
rand.94	1	Admed_SARS2_2020	10364	99.6889944152761	0.452645134565887	0.0147591771485422
rand.25	1	Admed_SARS2_2020	45	100	62.9383707003425	0.655586140236599
rand.48	1	Admed_SARS2_2020	54	100	57.8648549818126	4.93081083161724
rand.86	1	Admed_SARS2_2020	6329	99.9832792696385	0.73462600120988	0.129391281101453
rand.49	1	Admed_SARS2_2020	660	100	9.83209266834126	4.19653705456415
rand.74	1	Admed_SARS2_2020	4331	99.6889944152761	1.39913442344726	0.0459963681643178
rand.51	1	Admed_SARS2_2020	10667	100	0.436792920599562	0.0495252542359542
rand.61	1	Admed_SARS2_2020	30	100	74.7499626809972	0
rand.45	1	Admed_SARS2_2020	26	100	76.7948849630238	0
rand.24	1	Admed_SARS2_2020	14	100	86.4787510841284	0
rand.14	1	Admed_SARS2_2020	6175	99.6889944152761	0.950249149525417	1.69639077458216
rand.60	1	Admed_SARS2_2020	3188	100	1.69736466854347	1.95076083795239
rand.59	1	Admed_SARS2_2020	13	100	83.4512140788594	0
rand.33	1	Admed_SARS2_2020	10716	99.7190917299268	0.43348998323986	0.073282907056311
rand.97	1	Admed_SARS2_2020	26	100	78.1913241536391	0
rand.13	1	Admed_SARS2_2020	627	99.6889944152761	7.59505926235439	0.669822569631992
rand.80	1	Admed_SARS2_2020	681	99.9765909774939	9.64147614947255	6.44678579836621
rand.83	1	Admed_SARS2_2020	4837	100	1.17348336859585	4.86215079029993
rand.53	1	Admed_SARS2_2020	10756	99.8796107413972	0.432630856819712	0.114027860343683
rand.46	1	Admed_SARS2_2020	132	100	40.3151858634195	3.92311496665018
rand.65	1	Admed_SARS2_2020	747	100	8.77828771303817	10.9479905159867
rand.68	1	Admed_SARS2_2020	8957	99.7926629435174	0.530007376162438	1.88581458995339
rand.4	1	Admed_SARS2_2020	50	100	63.5197961999788	2.12928563846725
rand.8	1	Admed_SARS2_2020	50	100	63.5476342032676	0.814767663908339
rand.95	1	Admed_SARS2_2020	11870	100	0.402456186540628	0.558669028515111
rand.16	1	Admed_SARS2_2020	102	100	42.1048933359566	8.950504511088
rand.66	1	Admed_SARS2_2020	5355	100	1.0770364752951	4.17702903352694
rand.71	1	Admed_SARS2_2020	3160	100	1.68378905635443	0.0953512206304755
rand.1	1	Admed_SARS2_2020	274	100	19.6400374769864	2.95950257818079
rand.91	1	Admed_SARS2_2020	634	100	7.50937517164928	1.51425874974409
rand.21	1	Admed_SARS2_2020	1763	99.9866234157108	2.75983466283661	0.10550490048571
rand.27	1	Admed_SARS2_2020	12500	100	0.380740936602949	1.22096448292124
rand.50	1	Admed_SARS2_2020	6386	100	0.758708222401301	0.539843286446804
rand.10	1	Admed_SARS2_2020	113	100	40.9614017822973	11.837789076595
rand.5	1	Admed_SARS2_2020	57	99.7893187974451	53.5996551228625	1.35436125880155
rand.22	1	Admed_SARS2_2020	127	100	41.3642621145374	13.8160792951542
rand.40	1	Admed_SARS2_2020	6434	100	0.731852765582394	0.321979222502503
rand.89	1	Admed_SARS2_2020	40	99.6856502692038	70.5655374855006	0.710176834031674
rand.70	1	Admed_SARS2_2020	113	100	40.6888309430682	4.77238157322903
rand.67	1	Admed_SARS2_2020	119	100	37.4227846205683	0.995844408670585
rand.52	1	Admed_SARS2_2020	66	100	54.2321274142404	2.96555203228596
rand.29	1	Admed_SARS2_2020	7235	100	0.658563252784744	1.49499562127831
rand.19	1	Admed_SARS2_2020	6056	100	0.772123696823162	0.0404125622257238
rand.79	1	Admed_SARS2_2020	3587	100	1.51423428740638	0.102326784755987
rand.54	1	Admed_SARS2_2020	774	100	8.61828613562524	5.26308209866587
rand.23	1	Admed_SARS2_2020	3132	100	1.69380135610345	0.0176308141423993
rand.15	1	Admed_SARS2_2020	15	100	84.8866427623592	4.2152517010644
rand.37	1	Admed_SARS2_2020	11189	100	0.423947621749469	0.65678234734521
rand.99	1	Admed_SARS2_2020	84	100	50.4991498459622	0.974731065133584
rand.100	1	Admed_SARS2_2020	6933	100	0.696770629894853	0.421585453735261
rand.90	1	Admed_SARS2_2020	12691	100	0.378534303738162	1.22749724399242
rand.88	1	Admed_SARS2_2020	688	100	9.54670482550282	4.82454885126004
rand.18	1	Admed_SARS2_2020	2118	100	2.57371576239822	0.0734537344565884
rand.72	1	Admed_SARS2_2020	5713	100	0.978566941631494	3.94002638385811
rand.73	1	Admed_SARS2_2020	3447	100	1.59620881120459	0
rand.3	1	Admed_SARS2_2020	11323	100	0.420755243486942	1.76775698802724
rand.9	1	Admed_SARS2_2020	99	100	44.7417714744447	4.26515624535427
rand.64	1	Admed_SARS2_2020	340	100	16.9840965702242	7.9960583581967
